dates,Lake_City,Camden,Hillsboro,Phoenix_Area,Marshall,Subiaco,Hobart_Municipal_AP,Tucumcari_4_NE_,Death_Valley_National_Park,Hopewell,Neosho,Las_Animas,Blanding,Yosemite_National_Park_Area,Saluda,Clarksdale,Portales,Springerville,Ojai
2013-12-01,1.61,7.83,2.6,0.39,3.94,6.74,0.81,,0.0005,6.87,4.38,0.06,0.51,,6.03,,0.31,0.15,0.38
2014-01-01,6.87,1.19,0.37,0.0,1.67,1.85,0.0005,,0.0,2.52,0.87,0.06,0.12,1.01,4.92,,0.0,0.0005,0.01
2014-02-01,3.8,2.85,0.67,0.0,2.36,1.02,0.08,0.03,0.0005,2.97,0.42,0.44,0.38,5.47,4.03,6.27,0.17,0.24,4.88
2014-03-01,8.53,3.4,0.84,0.99,2.57,2.92,0.86,0.22,0.36,3.27,2.65,0.32,0.37,,4.31,3.67,0.28,0.73,2.94
2014-04-01,6.9,5.25,1.96,0.0005,3.0,4.41,1.04,0.21,0.11,3.87,2.01,1.79,0.39,,3.11,6.9,0.52,0.5,0.27
2014-05-01,6.71,4.29,6.5,0.0,3.49,7.13,5.49,2.42,0.02,3.77,2.69,0.57,0.73,,4.57,4.57,2.93,0.17,0.09
2014-06-01,6.27,3.16,5.06,0.0,3.09,4.28,4.53,4.0,0.0,9.3,5.92,0.99,0.0,,2.29,11.09,1.92,0.0,0.0
2014-07-01,4.1,4.32,0.96,0.06,4.99,6.51,3.82,2.54,0.05,4.98,3.15,3.61,0.39,,1.1,3.63,4.06,2.03,0.0
2014-08-01,2.96,3.83,0.1,1.17,1.19,1.36,0.49,0.82,0.15,5.24,1.85,0.83,2.61,,2.53,,0.51,,
2014-09-01,13.73,1.53,1.89,5.11,2.2,3.53,1.27,2.71,0.76,2.26,5.35,0.5,2.14,,4.17,0.59,1.56,2.7,0.0
2014-10-01,0.64,8.18,3.01,0.13,2.57,5.78,1.38,0.19,0.0,1.86,7.26,1.21,0.42,,1.76,10.39,0.2,0.56,0.0
2014-11-01,2.6,4.38,2.35,0.0,2.28,1.34,2.3,0.37,0.02,3.54,2.12,0.11,0.54,2.98,4.74,2.93,0.24,0.35,0.86
2014-12-01,3.66,2.15,0.96,0.91,2.22,3.5,0.28,0.38,0.59,3.85,1.63,0.18,0.98,,4.97,6.45,0.08,1.06,5.49
2015-01-01,2.96,4.57,4.23,0.81,1.93,3.35,1.18,1.44,0.42,3.69,0.69,0.35,1.87,,3.26,2.47,1.9,0.83,1.5
2015-02-01,2.28,4.4,2.06,0.01,1.69,1.47,0.01,0.89,0.26,2.4,1.81,0.97,1.82,,4.43,,0.92,0.3,0.9
2015-03-01,2.42,12.85,4.51,0.33,1.88,7.28,0.44,0.38,0.16,,3.5,0.16,0.72,,3.1,8.77,0.71,0.66,0.62
2015-04-01,3.84,6.47,4.53,0.18,3.63,3.71,4.78,1.93,0.0,4.46,4.18,1.61,0.6,,4.01,6.05,0.61,0.5,0.24
2015-05-01,2.02,5.1,14.5,1.17,2.53,14.19,16.35,4.02,0.06,1.23,10.74,5.77,,,2.51,5.25,4.89,0.48,0.52
2015-06-01,4.76,7.56,5.91,0.25,2.73,3.07,4.88,2.07,0.0,8.13,4.18,0.73,2.5,0.79,5.17,3.13,2.83,0.27,0.24
2015-07-01,15.06,6.05,0.0,1.13,3.83,3.41,2.78,7.56,0.25,6.63,7.02,0.98,1.8,2.58,3.92,5.44,4.17,5.34,1.35
2015-08-01,9.86,2.78,1.61,1.29,3.46,4.86,2.19,2.03,0.0005,4.36,6.66,3.31,1.41,0.04,4.84,1.21,1.22,4.52,0.0
2015-09-01,4.72,0.42,0.97,0.81,4.12,2.95,0.66,1.31,0.0,2.47,2.55,0.25,0.6,0.15,3.47,0.85,1.04,1.23,0.5
2015-10-01,0.85,6.42,13.13,0.71,3.36,1.66,3.6,2.36,1.3,3.72,1.32,1.18,3.25,3.37,14.12,4.13,6.77,1.66,0.15
2015-11-01,1.85,9.61,6.13,0.25,6.17,10.53,3.98,1.23,0.0005,4.1,9.12,0.27,1.24,,6.49,,0.13,0.96,0.09
2015-12-01,0.68,6.59,3.39,0.21,5.79,9.12,1.89,2.85,0.0005,6.01,10.88,0.13,1.63,5.18,8.34,8.79,0.65,0.29,0.24
