Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,017004,1883,01,0.0,Y
IDCJAC0001,017004,1883,02,0.0,Y
IDCJAC0001,017004,1883,03,10.9,Y
IDCJAC0001,017004,1883,04,9.4,Y
IDCJAC0001,017004,1883,05,12.7,Y
IDCJAC0001,017004,1883,06,11.2,Y
IDCJAC0001,017004,1883,07,5.1,Y
IDCJAC0001,017004,1883,08,16.5,Y
IDCJAC0001,017004,1883,09,0.0,Y
IDCJAC0001,017004,1883,10,16.0,Y
IDCJAC0001,017004,1883,11,24.4,Y
IDCJAC0001,017004,1883,12,0.0,Y
IDCJAC0001,017004,1884,01,0.0,Y
IDCJAC0001,017004,1884,02,0.0,Y
IDCJAC0001,017004,1884,03,23.8,Y
IDCJAC0001,017004,1884,04,0.0,Y
IDCJAC0001,017004,1884,05,4.1,Y
IDCJAC0001,017004,1884,06,5.9,Y
IDCJAC0001,017004,1884,07,15.1,Y
IDCJAC0001,017004,1884,08,0.0,Y
IDCJAC0001,017004,1884,09,1.3,Y
IDCJAC0001,017004,1884,10,6.6,Y
IDCJAC0001,017004,1884,11,9.9,Y
IDCJAC0001,017004,1884,12,1.8,Y
IDCJAC0001,017004,1885,01,42.5,Y
IDCJAC0001,017004,1885,02,6.6,Y
IDCJAC0001,017004,1885,03,25.6,Y
IDCJAC0001,017004,1885,04,3.0,Y
IDCJAC0001,017004,1885,05,34.6,Y
IDCJAC0001,017004,1885,06,3.3,Y
IDCJAC0001,017004,1885,07,0.0,Y
IDCJAC0001,017004,1885,08,0.0,Y
IDCJAC0001,017004,1885,09,17.0,Y
IDCJAC0001,017004,1885,10,5.6,Y
IDCJAC0001,017004,1885,11,0.0,Y
IDCJAC0001,017004,1885,12,36.3,Y
IDCJAC0001,017004,1886,01,7.1,Y
IDCJAC0001,017004,1886,02,0.0,Y
IDCJAC0001,017004,1886,03,0.0,Y
IDCJAC0001,017004,1886,04,6.6,Y
IDCJAC0001,017004,1886,05,1.3,Y
IDCJAC0001,017004,1886,06,4.3,Y
IDCJAC0001,017004,1886,07,5.4,Y
IDCJAC0001,017004,1886,08,53.8,Y
IDCJAC0001,017004,1886,09,2.3,Y
IDCJAC0001,017004,1886,10,1.3,Y
IDCJAC0001,017004,1886,11,2.0,Y
IDCJAC0001,017004,1886,12,54.8,Y
IDCJAC0001,017004,1887,01,0.0,Y
IDCJAC0001,017004,1887,02,16.3,Y
IDCJAC0001,017004,1887,03,30.0,Y
IDCJAC0001,017004,1887,04,30.6,Y
IDCJAC0001,017004,1887,05,9.7,Y
IDCJAC0001,017004,1887,06,1.3,Y
IDCJAC0001,017004,1887,07,0.0,Y
IDCJAC0001,017004,1887,08,50.9,Y
IDCJAC0001,017004,1887,09,0.0,Y
IDCJAC0001,017004,1887,10,12.2,Y
IDCJAC0001,017004,1887,11,17.7,Y
IDCJAC0001,017004,1887,12,29.2,Y
IDCJAC0001,017004,1888,01,1.5,Y
IDCJAC0001,017004,1888,02,28.4,Y
IDCJAC0001,017004,1888,03,0.0,Y
IDCJAC0001,017004,1888,04,0.0,Y
IDCJAC0001,017004,1888,05,29.5,Y
IDCJAC0001,017004,1888,06,4.8,Y
IDCJAC0001,017004,1888,07,0.8,Y
IDCJAC0001,017004,1888,08,2.8,Y
IDCJAC0001,017004,1888,09,0.0,Y
IDCJAC0001,017004,1888,10,8.9,Y
IDCJAC0001,017004,1888,11,0.0,Y
IDCJAC0001,017004,1888,12,3.0,Y
IDCJAC0001,017004,1889,01,62.5,Y
IDCJAC0001,017004,1889,02,0.0,Y
IDCJAC0001,017004,1889,03,0.0,Y
IDCJAC0001,017004,1889,04,63.8,Y
IDCJAC0001,017004,1889,05,82.1,Y
IDCJAC0001,017004,1889,06,24.4,Y
IDCJAC0001,017004,1889,07,0.6,Y
IDCJAC0001,017004,1889,08,0.0,Y
IDCJAC0001,017004,1889,09,7.9,Y
IDCJAC0001,017004,1889,10,4.1,Y
IDCJAC0001,017004,1889,11,14.2,Y
IDCJAC0001,017004,1889,12,1.5,Y
IDCJAC0001,017004,1890,01,8.9,Y
IDCJAC0001,017004,1890,02,114.3,Y
IDCJAC0001,017004,1890,03,0.5,Y
IDCJAC0001,017004,1890,04,22.8,Y
IDCJAC0001,017004,1890,05,24.9,Y
IDCJAC0001,017004,1890,06,10.2,Y
IDCJAC0001,017004,1890,07,5.7,Y
IDCJAC0001,017004,1890,08,3.6,Y
IDCJAC0001,017004,1890,09,0.0,Y
IDCJAC0001,017004,1890,10,10.5,Y
IDCJAC0001,017004,1890,11,1.5,Y
IDCJAC0001,017004,1890,12,1.5,Y
IDCJAC0001,017004,1891,01,10.7,Y
IDCJAC0001,017004,1891,02,1.5,Y
IDCJAC0001,017004,1891,03,12.8,Y
IDCJAC0001,017004,1891,04,32.8,Y
IDCJAC0001,017004,1891,05,10.3,Y
IDCJAC0001,017004,1891,06,2.6,Y
IDCJAC0001,017004,1891,07,1.8,Y
IDCJAC0001,017004,1891,08,0.5,Y
IDCJAC0001,017004,1891,09,0.0,Y
IDCJAC0001,017004,1891,10,0.0,Y
IDCJAC0001,017004,1891,11,1.8,Y
IDCJAC0001,017004,1891,12,2.6,Y
IDCJAC0001,017004,1892,01,0.0,Y
IDCJAC0001,017004,1892,02,0.0,Y
IDCJAC0001,017004,1892,03,0.0,Y
IDCJAC0001,017004,1892,04,0.5,Y
IDCJAC0001,017004,1892,05,3.0,Y
IDCJAC0001,017004,1892,06,0.0,Y
IDCJAC0001,017004,1892,07,0.0,Y
IDCJAC0001,017004,1892,08,11.4,Y
IDCJAC0001,017004,1892,09,19.5,Y
IDCJAC0001,017004,1892,10,26.9,Y
IDCJAC0001,017004,1892,11,7.9,Y
IDCJAC0001,017004,1892,12,10.7,Y
IDCJAC0001,017004,1893,01,0.0,Y
IDCJAC0001,017004,1893,02,0.0,Y
IDCJAC0001,017004,1893,03,3.3,Y
IDCJAC0001,017004,1893,04,12.2,Y
IDCJAC0001,017004,1893,05,29.7,Y
IDCJAC0001,017004,1893,06,10.0,Y
IDCJAC0001,017004,1893,07,0.0,Y
IDCJAC0001,017004,1893,08,27.9,Y
IDCJAC0001,017004,1893,09,0.0,Y
IDCJAC0001,017004,1893,10,0.0,Y
IDCJAC0001,017004,1893,11,51.5,Y
IDCJAC0001,017004,1893,12,0.0,Y
IDCJAC0001,017004,1894,01,3.6,Y
IDCJAC0001,017004,1894,02,3.5,Y
IDCJAC0001,017004,1894,03,1.5,Y
IDCJAC0001,017004,1894,04,1.0,Y
IDCJAC0001,017004,1894,05,0.0,Y
IDCJAC0001,017004,1894,06,9.4,Y
IDCJAC0001,017004,1894,07,0.0,Y
IDCJAC0001,017004,1894,08,28.9,Y
IDCJAC0001,017004,1894,09,37.1,Y
IDCJAC0001,017004,1894,10,44.4,Y
IDCJAC0001,017004,1894,11,0.5,Y
IDCJAC0001,017004,1894,12,15.7,Y
IDCJAC0001,017004,1895,01,103.4,Y
IDCJAC0001,017004,1895,02,0.0,Y
IDCJAC0001,017004,1895,03,0.0,Y
IDCJAC0001,017004,1895,04,61.3,Y
IDCJAC0001,017004,1895,05,3.9,Y
IDCJAC0001,017004,1895,06,14.3,Y
IDCJAC0001,017004,1895,07,0.0,Y
IDCJAC0001,017004,1895,08,0.0,Y
IDCJAC0001,017004,1895,09,9.3,Y
IDCJAC0001,017004,1895,10,0.0,Y
IDCJAC0001,017004,1895,11,7.6,Y
IDCJAC0001,017004,1895,12,14.7,Y
IDCJAC0001,017004,1896,01,49.3,Y
IDCJAC0001,017004,1896,02,6.3,Y
IDCJAC0001,017004,1896,03,2.5,Y
IDCJAC0001,017004,1896,04,5.3,Y
IDCJAC0001,017004,1896,05,0.0,Y
IDCJAC0001,017004,1896,06,1.5,Y
IDCJAC0001,017004,1896,07,6.7,Y
IDCJAC0001,017004,1896,08,2.5,Y
IDCJAC0001,017004,1896,09,2.5,Y
IDCJAC0001,017004,1896,10,0.0,Y
IDCJAC0001,017004,1896,11,13.0,Y
IDCJAC0001,017004,1896,12,15.6,Y
IDCJAC0001,017004,1897,01,1.5,Y
IDCJAC0001,017004,1897,02,26.7,Y
IDCJAC0001,017004,1897,03,2.0,Y
IDCJAC0001,017004,1897,04,0.0,Y
IDCJAC0001,017004,1897,05,0.0,Y
IDCJAC0001,017004,1897,06,23.6,Y
IDCJAC0001,017004,1897,07,0.0,Y
IDCJAC0001,017004,1897,08,6.9,Y
IDCJAC0001,017004,1897,09,21.8,Y
IDCJAC0001,017004,1897,10,1.8,Y
IDCJAC0001,017004,1897,11,1.0,Y
IDCJAC0001,017004,1897,12,4.3,Y
IDCJAC0001,017004,1898,01,0.0,Y
