Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,003000,1902,05,6.4,Y
IDCJAC0001,003000,1902,06,27.7,Y
IDCJAC0001,003000,1902,07,0.0,Y
IDCJAC0001,003000,1902,08,0.0,Y
IDCJAC0001,003000,1902,09,0.0,Y
IDCJAC0001,003000,1902,10,0.0,Y
IDCJAC0001,003000,1902,11,53.3,Y
IDCJAC0001,003000,1902,12,0.0,Y
IDCJAC0001,003000,1903,01,93.0,Y
IDCJAC0001,003000,1903,02,244.6,Y
IDCJAC0001,003000,1903,03,147.6,Y
IDCJAC0001,003000,1903,04,73.9,Y
IDCJAC0001,003000,1903,05,0.0,Y
IDCJAC0001,003000,1903,06,0.0,Y
IDCJAC0001,003000,1903,07,0.0,Y
IDCJAC0001,003000,1903,08,0.0,Y
IDCJAC0001,003000,1903,09,0.0,Y
IDCJAC0001,003000,1903,10,0.5,Y
IDCJAC0001,003000,1903,11,0.0,Y
IDCJAC0001,003000,1903,12,60.5,Y
IDCJAC0001,003000,1904,01,196.1,Y
IDCJAC0001,003000,1904,02,82.3,Y
IDCJAC0001,003000,1904,03,77.5,Y
IDCJAC0001,003000,1904,04,127.0,Y
IDCJAC0001,003000,1904,05,0.0,Y
IDCJAC0001,003000,1904,06,11.2,Y
IDCJAC0001,003000,1904,07,0.0,Y
IDCJAC0001,003000,1904,08,0.0,Y
IDCJAC0001,003000,1904,09,0.0,Y
IDCJAC0001,003000,1904,10,28.7,Y
IDCJAC0001,003000,1904,11,23.6,Y
IDCJAC0001,003000,1904,12,81.0,Y
IDCJAC0001,003000,1905,01,30.0,Y
IDCJAC0001,003000,1905,02,148.1,Y
IDCJAC0001,003000,1905,03,129.8,Y
IDCJAC0001,003000,1905,04,39.4,Y
IDCJAC0001,003000,1905,05,2.0,Y
IDCJAC0001,003000,1905,06,19.3,Y
IDCJAC0001,003000,1905,07,0.8,Y
IDCJAC0001,003000,1905,08,42.7,Y
IDCJAC0001,003000,1905,09,8.4,Y
IDCJAC0001,003000,1905,10,0.0,Y
IDCJAC0001,003000,1905,11,0.0,Y
IDCJAC0001,003000,1905,12,104.4,Y
IDCJAC0001,003000,1906,01,146.3,Y
IDCJAC0001,003000,1906,02,236.5,Y
IDCJAC0001,003000,1906,03,43.2,Y
IDCJAC0001,003000,1906,04,36.1,Y
IDCJAC0001,003000,1906,05,0.0,Y
IDCJAC0001,003000,1906,06,0.0,Y
IDCJAC0001,003000,1906,07,33.5,Y
IDCJAC0001,003000,1906,08,31.8,Y
IDCJAC0001,003000,1906,09,0.0,Y
