Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,051042,1929,11.2,19.9,10.7,24.7,0.0,7.6,27.9,20.1,22.1,34.3,28.2,4.6,211.3
IDCJAC0001,051042,1930,64.4,11.7,19.5,13.2,43.5,95.9,72.3,41.0,17.5,61.5,19.5,35.6,495.6
IDCJAC0001,051042,1931,22.3,2.0,122.2,61.5,133.5,76.1,29.7,2.0,5.8,3.3,46.7,103.9,609.0
IDCJAC0001,051042,1932,0.0,15.8,37.9,24.9,17.8,13.8,51.3,14.2,50.9,7.6,27.4,21.2,282.8
IDCJAC0001,051042,1933,49.0,4.0,21.8,41.0,21.8,15.0,53.5,4.1,49.4,59.4,97.9,13.4,430.3
IDCJAC0001,051042,1934,30.8,98.5,0.0,11.7,0.0,32.5,57.6,44.5,64.0,142.5,44.8,34.3,561.2
IDCJAC0001,051042,1935,53.8,0.0,1.3,4.3,1.3,24.1,10.4,20.4,46.1,55.0,5.6,15.8,238.1
IDCJAC0001,051042,1936,93.9,48.3,69.1,3.8,8.6,24.1,78.7,22.4,7.8,4.8,2.5,90.6,454.6
IDCJAC0001,051042,1937,19.3,95.5,25.1,2.1,5.6,59.5,5.6,30.2,9.1,7.1,12.2,17.8,289.1
IDCJAC0001,051042,1938,58.5,16.1,5.6,18.8,82.1,36.0,25.8,13.2,27.4,35.5,21.1,0.0,340.1
IDCJAC0001,051042,1939,18.6,51.0,118.1,47.5,19.8,46.0,25.9,89.7,8.4,33.0,35.3,5.6,498.9
IDCJAC0001,051042,1940,2.8,7.1,15.5,92.2,8.2,1.8,0.0,9.7,42.5,3.3,9.4,32.0,224.5
IDCJAC0001,051042,1941,210.0,4.1,39.5,0.5,43.9,71.6,3.6,5.6,14.5,22.3,33.5,35.8,484.9
IDCJAC0001,051042,1942,17.4,52.7,10.2,0.0,115.8,92.5,54.4,4.8,21.7,9.8,49.0,56.9,485.2
IDCJAC0001,051042,1943,100.0,17.5,1.8,15.8,41.4,31.5,15.8,10.7,31.0,9.4,126.5,26.7,428.1
IDCJAC0001,051042,1944,12.9,21.8,5.9,5.3,27.0,7.1,32.8,57.9,3.9,3.4,10.4,0.3,188.7
IDCJAC0001,051042,1945,34.9,88.2,2.3,40.9,36.9,59.7,42.9,38.9,19.8,20.0,5.8,7.6,397.9
IDCJAC0001,051042,1946,34.3,16.5,38.4,3.0,22.1,8.9,3.6,0.0,59.2,6.9,7.6,36.3,236.8
IDCJAC0001,051042,1947,1.8,140.3,15.5,3.3,28.7,16.3,37.9,54.9,66.1,70.4,76.7,95.4,607.3
IDCJAC0001,051042,1948,32.5,33.8,15.5,62.1,71.1,158.9,6.4,25.9,38.4,6.9,33.0,21.8,506.3
IDCJAC0001,051042,1949,24.2,129.8,96.2,33.0,23.1,44.7,14.2,4.1,72.0,91.6,58.4,1.8,593.1
IDCJAC0001,051042,1950,132.6,130.7,60.9,99.6,17.0,92.2,98.5,17.6,38.4,126.6,199.0,9.7,1022.8
IDCJAC0001,051042,1951,28.5,47.5,23.6,10.9,37.7,70.3,8.1,32.6,10.7,2.9,24.1,12.0,308.9
IDCJAC0001,051042,1952,3.3,10.1,50.4,17.1,17.5,41.7,34.4,93.6,1.8,8.4,17.0,16.5,311.8
IDCJAC0001,051042,1953,23.4,79.3,5.2,17.2,127.0,1.6,1.3,23.9,11.9,20.7,39.7,28.5,379.7
IDCJAC0001,051042,1954,43.0,146.0,0.0,4.1,0.0,10.5,15.4,15.3,10.9,127.3,34.6,55.0,462.1
IDCJAC0001,051042,1955,99.9,169.9,1.3,84.8,23.5,27.3,36.8,35.6,31.7,155.9,56.7,5.9,729.3
IDCJAC0001,051042,1956,121.9,103.7,101.8,31.8,37.6,110.0,74.3,8.3,3.8,61.0,6.7,30.5,691.4
IDCJAC0001,051042,1957,2.6,89.1,14.7,4.6,0.8,21.9,7.2,19.6,0.0,18.5,2.8,31.8,213.6
IDCJAC0001,051042,1958,106.7,61.8,19.5,11.7,75.2,51.1,19.1,26.7,76.2,62.7,6.7,8.4,525.8
IDCJAC0001,051042,1959,68.3,106.9,132.1,76.7,10.4,22.2,69.8,0.0,16.7,28.0,3.6,30.5,565.2
IDCJAC0001,051042,1960,24.3,5.6,21.0,10.6,30.7,1.0,35.4,23.7,39.5,25.2,99.3,17.5,333.8
IDCJAC0001,051042,1961,10.4,83.1,39.8,63.0,3.9,7.6,37.9,10.2,1.1,10.0,41.6,56.2,364.8
IDCJAC0001,051042,1962,100.3,40.2,62.5,9.6,17.9,0.0,43.9,46.0,39.6,52.0,10.7,88.8,511.5
IDCJAC0001,051042,1963,134.9,45.0,40.0,12.5,56.0,45.4,8.0,30.1,44.7,20.6,40.8,33.6,511.6
IDCJAC0001,051042,1964,31.5,4.6,21.4,51.1,22.9,20.8,17.7,27.2,44.5,67.8,12.5,7.1,329.1
IDCJAC0001,051042,1965,3.3,1.6,1.3,3.9,6.1,11.5,7.8,30.3,33.4,19.0,5.1,117.7,241.0
IDCJAC0001,051042,1966,4.9,13.2,35.6,11.9,14.3,13.4,13.9,64.8,33.6,41.0,103.9,52.0,402.5
IDCJAC0001,051042,1967,2.3,1.5,91.6,0.0,32.0,56.9,0.8,21.9,8.4,3.1,4.1,15.8,238.4
IDCJAC0001,051042,1968,154.2,22.1,12.0,11.2,90.1,6.3,29.4,56.3,20.3,6.6,13.5,48.8,470.8
IDCJAC0001,051042,1969,10.7,64.7,90.9,50.5,37.2,36.6,60.6,52.9,37.1,75.5,18.1,15.2,550.0
IDCJAC0001,051042,1970,60.0,48.7,52.9,74.5,5.6,11.6,0.0,24.1,84.3,72.9,34.4,49.8,518.8
IDCJAC0001,051042,1971,75.7,150.4,39.6,10.2,3.1,3.3,57.7,58.4,25.4,7.9,78.2,31.0,540.9
IDCJAC0001,051042,1972,91.7,93.0,1.0,7.6,34.1,9.1,3.8,15.0,13.0,37.7,96.1,24.4,426.5
IDCJAC0001,051042,1973,64.1,71.1,32.5,28.5,15.8,30.3,29.8,21.2,67.7,172.7,37.9,44.1,615.7
IDCJAC0001,051042,1974,268.2,40.0,35.6,73.1,23.0,18.2,25.8,58.8,33.6,56.2,18.0,5.8,656.3
IDCJAC0001,051042,1975,72.6,110.4,32.8,2.6,2.4,46.7,28.6,37.5,34.1,35.5,4.0,48.0,455.2
IDCJAC0001,051042,1976,224.4,166.9,20.2,3.8,16.0,31.2,44.1,8.9,8.4,76.8,62.6,37.0,700.3
IDCJAC0001,051042,1977,14.2,186.2,72.6,5.0,161.2,16.6,1.6,24.6,7.1,3.5,12.0,23.8,528.4
IDCJAC0001,051042,1978,168.4,12.2,46.8,0.0,93.2,67.0,58.6,14.2,80.8,14.5,95.5,62.0,713.2
IDCJAC0001,051042,1979,3.8,16.1,26.8,10.7,39.4,37.6,17.0,14.4,66.6,44.0,18.6,2.6,297.6
IDCJAC0001,051042,1980,49.4,25.6,11.6,13.6,126.8,26.0,14.2,12.6,0.0,33.4,0.0,40.3,353.5
IDCJAC0001,051042,1981,1.2,72.4,15.6,20.8,47.8,84.7,70.0,5.6,10.4,64.8,119.6,2.0,514.9
IDCJAC0001,051042,1982,69.2,4.6,138.8,2.4,13.2,4.6,4.4,1.0,17.4,32.4,14.0,40.0,342.0
IDCJAC0001,051042,1983,9.4,14.0,24.8,44.2,131.2,30.5,32.2,52.4,53.6,39.2,94.8,37.0,563.3
IDCJAC0001,051042,1984,224.8,30.0,12.2,130.8,2.4,1.2,98.6,29.8,17.8,41.6,30.2,23.0,642.4
IDCJAC0001,051042,1985,0.2,40.2,3.4,10.6,41.4,23.8,36.2,56.2,12.8,85.6,25.6,74.6,410.6
IDCJAC0001,051042,1986,25.8,0.4,0.0,18.6,38.8,2.2,70.3,46.0,59.8,32.6,59.2,17.8,371.5
IDCJAC0001,051042,1987,43.2,25.6,57.4,0.0,29.4,41.0,8.8,80.2,17.2,19.8,12.2,64.0,398.8
IDCJAC0001,051042,1988,8.8,56.6,10.4,116.7,18.6,65.4,65.8,11.0,42.4,3.8,60.0,74.0,533.5
IDCJAC0001,051042,1989,34.4,23.2,64.8,84.0,92.2,33.2,47.0,14.6,0.0,31.6,13.2,13.6,451.8
IDCJAC0001,051042,1990,45.0,9.0,46.2,143.0,40.6,17.8,44.0,13.0,17.8,15.8,2.6,13.8,408.6
IDCJAC0001,051042,1991,50.0,27.6,6.0,1.6,67.0,16.8,32.2,0.8,5.0,13.6,15.2,128.8,364.6
IDCJAC0001,051042,1992,22.8,105.2,2.8,28.6,12.0,7.0,26.6,49.0,12.6,20.0,140.8,60.6,488.0
IDCJAC0001,051042,1993,100.4,33.0,26.2,null,36.0,null,57.0,14.0,60.0,144.0,31.0,41.0,null
IDCJAC0001,051042,1994,2.0,null,null,null,null,null,null,null,null,null,null,null,null
IDCJAC0001,051042,1995,null,0.0,0.0,0.0,null,null,11.5,1.2,38.7,6.2,89.0,1.3,null
IDCJAC0001,051042,1996,75.7,8.8,0.0,23.6,86.5,29.4,42.6,42.5,43.5,47.0,30.2,46.8,476.6
IDCJAC0001,051042,1997,30.5,38.0,13.2,0.3,68.6,15.6,5.7,5.5,96.0,26.0,12.2,51.8,363.4
IDCJAC0001,051042,1998,57.9,30.2,0.0,80.4,16.2,44.2,160.7,66.2,72.8,5.1,71.6,3.8,609.1
IDCJAC0001,051042,1999,38.9,37.1,46.0,76.8,13.6,42.2,30.0,45.2,15.8,58.5,62.5,71.4,538.0
IDCJAC0001,051042,2000,35.0,19.0,161.5,47.8,101.2,18.3,16.0,22.6,7.8,66.1,215.6,4.1,715.0
IDCJAC0001,051042,2001,63.9,23.0,29.4,33.5,18.0,51.6,43.6,6.5,20.6,37.0,51.3,20.5,398.9
IDCJAC0001,051042,2002,0.0,49.5,15.9,11.7,0.0,15.5,0.6,2.0,24.0,1.0,1.4,4.4,126.0
IDCJAC0001,051042,2003,34.8,89.0,0.6,106.1,11.1,52.7,18.3,78.6,0.8,23.0,29.0,95.8,539.8
IDCJAC0001,051042,2004,165.6,27.2,64.8,59.2,10.0,21.9,26.0,21.2,14.1,24.5,56.6,63.7,554.8
IDCJAC0001,051042,2005,3.4,11.6,19.0,9.2,3.0,128.2,6.9,11.5,68.4,54.5,49.0,10.8,375.5
IDCJAC0001,051042,2006,4.0,54.8,31.5,11.1,1.2,34.5,74.6,4.0,17.0,14.8,22.7,17.4,287.6
IDCJAC0001,051042,2007,null,147.4,31.5,9.8,59.5,36.6,2.6,3.6,0.6,46.8,51.7,269.5,null
IDCJAC0001,051042,2008,48.8,60.3,30.0,0.0,9.5,45.2,8.0,21.5,32.0,30.7,111.3,46.5,443.8
IDCJAC0001,051042,2009,17.1,110.0,16.2,48.7,59.6,69.7,6.8,1.5,26.5,64.0,3.0,193.7,616.8
IDCJAC0001,051042,2010,85.0,74.9,97.6,59.0,23.6,22.8,84.6,40.8,65.8,52.3,178.4,95.3,880.1
IDCJAC0001,051042,2011,12.1,20.4,26.3,2.1,33.2,20.5,9.4,28.0,43.2,37.7,75.3,80.6,388.8
IDCJAC0001,051042,2012,101.3,82.6,111.0,2.5,49.1,16.0,29.3,0.4,29.2,1.4,20.9,4.0,447.7
IDCJAC0001,051042,2013,30.0,7.2,67.7,0.6,13.4,77.8,30.9,2.0,14.2,2.4,3.4,13.4,263.0
IDCJAC0001,051042,2014,40.5,61.9,54.7,14.3,15.4,53.8,38.6,56.8,20.0,18.1,8.0,48.6,430.7
IDCJAC0001,051042,2015,74.5,6.4,0.0,83.7,50.6,34.1,28.6,16.0,1.0,19.8,65.0,11.3,391.0
IDCJAC0001,051042,2016,57.5,4.8,11.9,8.5,68.4,139.0,18.4,64.5,139.0,22.6,10.0,53.1,597.7
IDCJAC0001,051042,2017,25.4,4.2,95.0,16.0,29.4,10.0,1.0,12.8,2.0,65.8,25.2,42.8,329.6
IDCJAC0001,051042,2018,22.0,2.6,28.0,8.1,9.2,17.6,0.0,10.2,4.0,40.3,49.6,24.8,216.4
IDCJAC0001,051042,2019,12.8,4.0,64.4,0.0,8.8,6.9,8.0,0.6,6.6,0.1,47.4,0.0,159.6
IDCJAC0001,051042,2020,12.0,105.1,114.0,143.8,11.4,22.5,54.0,24.6,18.5,44.0,4.2,58.2,612.3
IDCJAC0001,051042,2021,44.5,114.2,155.1,3.2,19.4,46.1,43.0,18.6,null,null,null,null,null
