Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,041014,1946,01,125.8,Y
IDCJAC0001,041014,1946,02,0.0,Y
IDCJAC0001,041014,1946,03,44.5,Y
IDCJAC0001,041014,1946,04,42.5,Y
IDCJAC0001,041014,1946,05,27.9,Y
IDCJAC0001,041014,1946,06,0.8,Y
IDCJAC0001,041014,1946,07,2.5,Y
IDCJAC0001,041014,1946,08,5.6,Y
IDCJAC0001,041014,1946,09,103.6,Y
IDCJAC0001,041014,1946,10,29.1,Y
IDCJAC0001,041014,1946,11,45.7,Y
IDCJAC0001,041014,1946,12,74.9,Y
IDCJAC0001,041014,1947,01,126.2,Y
IDCJAC0001,041014,1947,02,28.0,Y
IDCJAC0001,041014,1947,03,102.1,Y
IDCJAC0001,041014,1947,04,63.1,Y
IDCJAC0001,041014,1947,05,29.8,Y
IDCJAC0001,041014,1947,06,21.8,Y
IDCJAC0001,041014,1947,07,17.1,Y
IDCJAC0001,041014,1947,08,17.1,Y
IDCJAC0001,041014,1947,09,72.1,Y
IDCJAC0001,041014,1947,10,110.3,Y
IDCJAC0001,041014,1947,11,124.2,Y
IDCJAC0001,041014,1947,12,189.3,Y
IDCJAC0001,041014,1948,01,32.5,Y
IDCJAC0001,041014,1948,02,14.5,Y
IDCJAC0001,041014,1948,03,91.1,Y
IDCJAC0001,041014,1948,04,12.2,Y
IDCJAC0001,041014,1948,05,48.5,Y
IDCJAC0001,041014,1948,06,109.8,Y
IDCJAC0001,041014,1948,07,44.1,Y
IDCJAC0001,041014,1948,08,13.5,Y
IDCJAC0001,041014,1948,09,48.7,Y
IDCJAC0001,041014,1948,10,18.8,Y
IDCJAC0001,041014,1948,11,59.4,Y
IDCJAC0001,041014,1948,12,110.9,Y
IDCJAC0001,041014,1949,01,58.4,Y
IDCJAC0001,041014,1949,02,87.8,Y
IDCJAC0001,041014,1949,03,34.9,Y
IDCJAC0001,041014,1949,04,8.4,Y
IDCJAC0001,041014,1949,05,42.7,Y
IDCJAC0001,041014,1949,06,73.9,Y
IDCJAC0001,041014,1949,07,50.0,Y
IDCJAC0001,041014,1949,08,18.0,Y
IDCJAC0001,041014,1949,09,71.0,Y
IDCJAC0001,041014,1949,10,185.1,Y
IDCJAC0001,041014,1949,11,99.7,Y
IDCJAC0001,041014,1949,12,34.6,Y
IDCJAC0001,041014,1950,01,41.9,Y
IDCJAC0001,041014,1950,02,115.6,Y
IDCJAC0001,041014,1950,03,64.7,Y
IDCJAC0001,041014,1950,04,25.4,Y
IDCJAC0001,041014,1950,05,29.9,Y
IDCJAC0001,041014,1950,06,240.4,Y
IDCJAC0001,041014,1950,07,88.4,Y
IDCJAC0001,041014,1950,08,34.6,Y
IDCJAC0001,041014,1950,09,96.3,Y
IDCJAC0001,041014,1950,10,136.6,Y
IDCJAC0001,041014,1950,11,85.5,Y
IDCJAC0001,041014,1950,12,50.9,Y
IDCJAC0001,041014,1951,01,364.3,Y
IDCJAC0001,041014,1951,02,18.6,Y
IDCJAC0001,041014,1951,03,91.0,Y
IDCJAC0001,041014,1951,04,21.3,Y
IDCJAC0001,041014,1951,05,18.5,Y
IDCJAC0001,041014,1951,06,89.1,Y
IDCJAC0001,041014,1951,07,7.6,Y
IDCJAC0001,041014,1951,08,42.9,Y
IDCJAC0001,041014,1951,09,31.3,Y
