Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,010528,1902,10,46.7,Y
IDCJAC0001,010528,1902,11,1.0,Y
IDCJAC0001,010528,1902,12,2.3,Y
IDCJAC0001,010528,1903,01,0.0,Y
IDCJAC0001,010528,1903,02,0.0,Y
IDCJAC0001,010528,1903,03,8.1,Y
IDCJAC0001,010528,1903,04,135.4,Y
IDCJAC0001,010528,1903,05,14.2,Y
IDCJAC0001,010528,1903,06,183.4,Y
IDCJAC0001,010528,1903,07,59.2,Y
IDCJAC0001,010528,1903,08,64.5,Y
IDCJAC0001,010528,1903,09,113.3,Y
IDCJAC0001,010528,1903,10,62.5,Y
IDCJAC0001,010528,1903,11,7.6,Y
IDCJAC0001,010528,1903,12,66.3,Y
IDCJAC0001,010528,1904,01,0.0,Y
IDCJAC0001,010528,1904,02,0.0,Y
IDCJAC0001,010528,1904,03,48.3,Y
IDCJAC0001,010528,1904,04,20.3,Y
IDCJAC0001,010528,1904,05,65.8,Y
IDCJAC0001,010528,1904,06,80.3,Y
IDCJAC0001,010528,1904,07,89.2,Y
IDCJAC0001,010528,1904,08,56.1,Y
IDCJAC0001,010528,1904,09,75.9,Y
IDCJAC0001,010528,1904,10,69.6,Y
IDCJAC0001,010528,1904,11,9.4,Y
IDCJAC0001,010528,1904,12,6.6,Y
IDCJAC0001,010528,1905,01,24.9,Y
IDCJAC0001,010528,1905,02,4.3,Y
IDCJAC0001,010528,1905,03,0.0,Y
IDCJAC0001,010528,1905,04,30.2,Y
IDCJAC0001,010528,1905,05,84.3,Y
IDCJAC0001,010528,1905,06,64.0,Y
IDCJAC0001,010528,1905,07,50.0,Y
IDCJAC0001,010528,1905,08,33.0,Y
IDCJAC0001,010528,1905,09,96.8,Y
IDCJAC0001,010528,1905,10,54.1,Y
IDCJAC0001,010528,1905,11,15.7,Y
IDCJAC0001,010528,1905,12,43.9,Y
IDCJAC0001,010528,1906,01,5.6,Y
IDCJAC0001,010528,1906,02,0.0,Y
IDCJAC0001,010528,1906,03,0.0,Y
IDCJAC0001,010528,1906,04,6.6,Y
IDCJAC0001,010528,1906,05,20.8,Y
