Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,039019,1923,01,124.2,Y
IDCJAC0001,039019,1923,02,4.8,Y
IDCJAC0001,039019,1923,03,90.4,Y
IDCJAC0001,039019,1923,04,103.6,Y
IDCJAC0001,039019,1923,05,2.3,Y
IDCJAC0001,039019,1923,06,107.2,Y
IDCJAC0001,039019,1923,07,12.2,Y
IDCJAC0001,039019,1923,08,4.1,Y
IDCJAC0001,039019,1923,09,18.8,Y
IDCJAC0001,039019,1923,10,47.2,Y
IDCJAC0001,039019,1923,11,116.3,Y
IDCJAC0001,039019,1923,12,152.9,Y
IDCJAC0001,039019,1924,01,77.0,Y
IDCJAC0001,039019,1924,02,296.4,Y
IDCJAC0001,039019,1924,03,164.1,Y
IDCJAC0001,039019,1924,04,80.0,Y
IDCJAC0001,039019,1924,05,6.6,Y
IDCJAC0001,039019,1924,06,46.2,Y
IDCJAC0001,039019,1924,07,117.1,Y
IDCJAC0001,039019,1924,08,32.3,Y
IDCJAC0001,039019,1924,09,77.0,Y
IDCJAC0001,039019,1924,10,38.6,Y
IDCJAC0001,039019,1924,11,210.1,Y
IDCJAC0001,039019,1924,12,101.1,Y
IDCJAC0001,039019,1925,01,170.2,Y
IDCJAC0001,039019,1925,02,93.7,Y
IDCJAC0001,039019,1925,03,45.2,Y
IDCJAC0001,039019,1925,04,3.3,Y
IDCJAC0001,039019,1925,05,34.0,Y
IDCJAC0001,039019,1925,06,157.7,Y
IDCJAC0001,039019,1925,07,16.5,Y
IDCJAC0001,039019,1925,08,72.1,Y
IDCJAC0001,039019,1925,09,31.2,Y
IDCJAC0001,039019,1925,10,1.0,Y
IDCJAC0001,039019,1925,11,111.3,Y
IDCJAC0001,039019,1925,12,127.0,Y
IDCJAC0001,039019,1926,01,166.6,Y
IDCJAC0001,039019,1926,02,47.5,Y
IDCJAC0001,039019,1926,03,63.5,Y
IDCJAC0001,039019,1926,04,24.9,Y
IDCJAC0001,039019,1926,05,98.0,Y
IDCJAC0001,039019,1926,06,63.2,Y
IDCJAC0001,039019,1926,07,0.0,Y
IDCJAC0001,039019,1926,08,5.1,Y
IDCJAC0001,039019,1926,09,145.5,Y
IDCJAC0001,039019,1926,10,8.4,Y
IDCJAC0001,039019,1926,11,36.1,Y
IDCJAC0001,039019,1926,12,282.4,Y
IDCJAC0001,039019,1927,01,524.3,Y
IDCJAC0001,039019,1927,02,93.0,Y
IDCJAC0001,039019,1927,03,175.8,Y
IDCJAC0001,039019,1927,04,46.5,Y
IDCJAC0001,039019,1927,05,6.1,Y
IDCJAC0001,039019,1927,06,100.3,Y
IDCJAC0001,039019,1927,07,31.2,Y
IDCJAC0001,039019,1927,08,26.4,Y
IDCJAC0001,039019,1927,09,29.0,Y
IDCJAC0001,039019,1927,10,130.0,Y
IDCJAC0001,039019,1927,11,84.8,Y
IDCJAC0001,039019,1927,12,163.8,Y
IDCJAC0001,039019,1928,01,126.5,Y
IDCJAC0001,039019,1928,02,605.8,Y
IDCJAC0001,039019,1928,03,70.6,Y
IDCJAC0001,039019,1928,04,414.5,Y
IDCJAC0001,039019,1928,05,7.9,Y
IDCJAC0001,039019,1928,06,86.4,Y
IDCJAC0001,039019,1928,07,36.8,Y
IDCJAC0001,039019,1928,08,0.8,Y
IDCJAC0001,039019,1928,09,14.2,Y
IDCJAC0001,039019,1928,10,12.2,Y
IDCJAC0001,039019,1928,11,68.8,Y
IDCJAC0001,039019,1928,12,133.1,Y
IDCJAC0001,039019,1929,01,122.7,Y
IDCJAC0001,039019,1929,02,432.1,Y
IDCJAC0001,039019,1929,03,56.1,Y
IDCJAC0001,039019,1929,04,319.3,Y
IDCJAC0001,039019,1929,05,0.0,Y
IDCJAC0001,039019,1929,06,55.6,Y
IDCJAC0001,039019,1929,07,3.8,Y
IDCJAC0001,039019,1929,08,3.0,Y
IDCJAC0001,039019,1929,09,0.3,Y
IDCJAC0001,039019,1929,10,37.1,Y
IDCJAC0001,039019,1929,11,115.1,Y
IDCJAC0001,039019,1929,12,105.4,Y
IDCJAC0001,039019,1930,01,407.7,Y
IDCJAC0001,039019,1930,02,115.3,Y
IDCJAC0001,039019,1930,03,11.9,Y
IDCJAC0001,039019,1930,04,49.8,Y
IDCJAC0001,039019,1930,05,460.2,Y
IDCJAC0001,039019,1930,06,174.0,Y
IDCJAC0001,039019,1930,07,58.9,Y
IDCJAC0001,039019,1930,08,43.7,Y
IDCJAC0001,039019,1930,09,7.6,Y
IDCJAC0001,039019,1930,10,57.9,Y
IDCJAC0001,039019,1930,11,56.4,Y
IDCJAC0001,039019,1930,12,16.8,Y
IDCJAC0001,039019,1931,01,81.8,Y
IDCJAC0001,039019,1931,02,118.1,Y
IDCJAC0001,039019,1931,03,87.8,Y
IDCJAC0001,039019,1931,04,32.0,Y
IDCJAC0001,039019,1931,05,105.0,Y
IDCJAC0001,039019,1931,06,21.1,Y
IDCJAC0001,039019,1931,07,10.2,Y
IDCJAC0001,039019,1931,08,22.5,Y
IDCJAC0001,039019,1931,09,28.7,Y
IDCJAC0001,039019,1931,10,20.6,Y
IDCJAC0001,039019,1931,11,75.5,Y
IDCJAC0001,039019,1931,12,170.3,Y
IDCJAC0001,039019,1932,01,18.0,Y
IDCJAC0001,039019,1932,02,64.3,Y
IDCJAC0001,039019,1932,03,6.9,Y
IDCJAC0001,039019,1932,04,16.4,Y
IDCJAC0001,039019,1932,05,53.4,Y
IDCJAC0001,039019,1932,06,18.0,Y
IDCJAC0001,039019,1932,07,15.7,Y
IDCJAC0001,039019,1932,08,1.6,Y
IDCJAC0001,039019,1932,09,35.8,Y
IDCJAC0001,039019,1932,10,124.8,Y
IDCJAC0001,039019,1932,11,47.1,Y
IDCJAC0001,039019,1932,12,120.9,Y
IDCJAC0001,039019,1933,01,254.2,Y
IDCJAC0001,039019,1933,02,66.1,Y
IDCJAC0001,039019,1933,03,30.2,Y
IDCJAC0001,039019,1933,04,59.7,Y
IDCJAC0001,039019,1933,05,0.8,Y
IDCJAC0001,039019,1933,06,49.0,Y
IDCJAC0001,039019,1933,07,306.1,Y
IDCJAC0001,039019,1933,08,33.3,Y
IDCJAC0001,039019,1933,09,60.2,Y
IDCJAC0001,039019,1933,10,204.4,Y
IDCJAC0001,039019,1933,11,282.8,Y
IDCJAC0001,039019,1933,12,110.1,Y
IDCJAC0001,039019,1934,01,53.8,Y
IDCJAC0001,039019,1934,02,452.2,Y
IDCJAC0001,039019,1934,03,5.3,Y
IDCJAC0001,039019,1934,04,52.8,Y
IDCJAC0001,039019,1934,05,21.6,Y
