Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,033053,1936,01,312.4,Y
IDCJAC0001,033053,1936,02,753.9,Y
IDCJAC0001,033053,1936,03,1068.0,Y
IDCJAC0001,033053,1936,04,39.1,Y
IDCJAC0001,033053,1936,05,73.3,Y
IDCJAC0001,033053,1936,06,277.5,Y
IDCJAC0001,033053,1936,07,24.3,Y
IDCJAC0001,033053,1936,08,0.5,Y
IDCJAC0001,033053,1936,09,58.2,Y
IDCJAC0001,033053,1936,10,12.5,Y
IDCJAC0001,033053,1936,11,24.6,Y
IDCJAC0001,033053,1936,12,232.3,Y
IDCJAC0001,033053,1937,01,300.7,Y
IDCJAC0001,033053,1937,02,345.8,Y
IDCJAC0001,033053,1937,03,590.8,Y
IDCJAC0001,033053,1937,04,43.2,Y
IDCJAC0001,033053,1937,05,13.8,Y
IDCJAC0001,033053,1937,06,53.9,Y
IDCJAC0001,033053,1937,07,20.0,Y
IDCJAC0001,033053,1937,08,15.8,Y
IDCJAC0001,033053,1937,09,5.8,Y
IDCJAC0001,033053,1937,10,45.9,Y
IDCJAC0001,033053,1937,11,53.3,Y
IDCJAC0001,033053,1937,12,19.5,Y
IDCJAC0001,033053,1938,01,173.5,Y
IDCJAC0001,033053,1938,02,411.6,Y
IDCJAC0001,033053,1938,03,564.4,Y
IDCJAC0001,033053,1938,04,3.3,Y
IDCJAC0001,033053,1938,05,100.9,Y
IDCJAC0001,033053,1938,06,26.5,Y
IDCJAC0001,033053,1938,07,76.1,Y
IDCJAC0001,033053,1938,08,20.1,Y
IDCJAC0001,033053,1938,09,6.7,Y
IDCJAC0001,033053,1938,10,94.7,Y
IDCJAC0001,033053,1938,11,173.9,Y
IDCJAC0001,033053,1938,12,79.0,Y
IDCJAC0001,033053,1939,01,241.6,Y
IDCJAC0001,033053,1939,02,399.9,Y
IDCJAC0001,033053,1939,03,366.2,Y
IDCJAC0001,033053,1939,04,235.9,Y
IDCJAC0001,033053,1939,05,153.0,Y
IDCJAC0001,033053,1939,06,68.6,Y
IDCJAC0001,033053,1939,07,5.1,Y
IDCJAC0001,033053,1939,08,74.2,Y
IDCJAC0001,033053,1939,09,3.3,Y
IDCJAC0001,033053,1939,10,95.9,Y
IDCJAC0001,033053,1939,11,43.2,Y
IDCJAC0001,033053,1939,12,174.2,Y
IDCJAC0001,033053,1940,01,213.0,Y
IDCJAC0001,033053,1940,02,1016.8,Y
IDCJAC0001,033053,1940,03,341.8,Y
IDCJAC0001,033053,1940,04,329.4,Y
IDCJAC0001,033053,1940,05,43.3,Y
IDCJAC0001,033053,1940,06,26.9,Y
IDCJAC0001,033053,1940,07,0.0,Y
IDCJAC0001,033053,1940,08,223.3,Y
IDCJAC0001,033053,1940,09,10.0,Y
IDCJAC0001,033053,1940,10,16.2,Y
IDCJAC0001,033053,1940,11,81.3,Y
IDCJAC0001,033053,1940,12,82.3,Y
IDCJAC0001,033053,1941,01,750.7,Y
IDCJAC0001,033053,1941,02,166.0,Y
IDCJAC0001,033053,1941,03,324.1,Y
IDCJAC0001,033053,1941,04,441.7,Y
IDCJAC0001,033053,1941,05,179.6,Y
IDCJAC0001,033053,1941,06,118.4,Y
IDCJAC0001,033053,1941,07,0.0,Y
IDCJAC0001,033053,1941,08,0.0,Y
IDCJAC0001,033053,1941,09,19.1,Y
IDCJAC0001,033053,1941,10,9.9,Y
IDCJAC0001,033053,1941,11,181.0,Y
IDCJAC0001,033053,1941,12,79.3,Y
IDCJAC0001,033053,1942,01,137.2,Y
IDCJAC0001,033053,1942,02,903.7,Y
IDCJAC0001,033053,1942,03,59.6,Y
IDCJAC0001,033053,1942,04,187.4,Y
IDCJAC0001,033053,1942,05,84.4,Y
IDCJAC0001,033053,1942,06,95.6,Y
IDCJAC0001,033053,1942,07,80.9,Y
IDCJAC0001,033053,1942,08,40.0,Y
IDCJAC0001,033053,1942,09,32.8,Y
IDCJAC0001,033053,1942,10,64.4,Y
IDCJAC0001,033053,1942,11,112.7,Y
IDCJAC0001,033053,1942,12,963.7,Y
IDCJAC0001,033053,1943,01,380.3,Y
IDCJAC0001,033053,1943,02,729.3,Y
IDCJAC0001,033053,1943,03,63.9,Y
IDCJAC0001,033053,1943,04,72.3,Y
IDCJAC0001,033053,1943,05,28.3,Y
IDCJAC0001,033053,1943,06,90.2,Y
IDCJAC0001,033053,1943,07,0.8,Y
IDCJAC0001,033053,1943,08,8.9,Y
IDCJAC0001,033053,1943,09,102.5,Y
IDCJAC0001,033053,1943,10,55.5,Y
IDCJAC0001,033053,1943,11,51.8,Y
IDCJAC0001,033053,1943,12,110.3,Y
IDCJAC0001,033053,1944,01,254.5,Y
IDCJAC0001,033053,1944,02,385.8,Y
IDCJAC0001,033053,1944,03,531.2,Y
IDCJAC0001,033053,1944,04,61.4,Y
IDCJAC0001,033053,1944,05,8.6,Y
IDCJAC0001,033053,1944,06,63.0,Y
IDCJAC0001,033053,1944,07,17.8,Y
IDCJAC0001,033053,1944,08,30.2,Y
IDCJAC0001,033053,1944,09,25.3,Y
IDCJAC0001,033053,1944,10,5.1,Y
IDCJAC0001,033053,1944,11,44.5,Y
IDCJAC0001,033053,1944,12,40.1,Y
IDCJAC0001,033053,1945,01,162.6,Y
IDCJAC0001,033053,1945,02,117.8,Y
IDCJAC0001,033053,1945,03,322.0,Y
IDCJAC0001,033053,1945,04,81.7,Y
IDCJAC0001,033053,1945,05,102.2,Y
IDCJAC0001,033053,1945,06,107.6,Y
IDCJAC0001,033053,1945,07,100.0,Y
IDCJAC0001,033053,1945,08,3.8,Y
IDCJAC0001,033053,1945,09,42.0,Y
IDCJAC0001,033053,1945,10,224.0,Y
IDCJAC0001,033053,1945,11,30.2,Y
IDCJAC0001,033053,1945,12,96.1,Y
IDCJAC0001,033053,1946,01,691.0,Y
IDCJAC0001,033053,1946,02,187.4,Y
IDCJAC0001,033053,1947,01,8.9,Y
IDCJAC0001,033053,1947,02,1165.7,Y
IDCJAC0001,033053,1947,03,342.8,Y
IDCJAC0001,033053,1947,04,16.8,Y
IDCJAC0001,033053,1947,05,59.3,Y
IDCJAC0001,033053,1947,06,26.7,Y
IDCJAC0001,033053,1947,07,11.2,Y
IDCJAC0001,033053,1947,08,25.4,Y
IDCJAC0001,033053,1947,09,42.7,Y
IDCJAC0001,033053,1947,10,19.3,Y
IDCJAC0001,033053,1947,11,87.3,Y
IDCJAC0001,033053,1947,12,63.4,Y
IDCJAC0001,033053,1948,01,165.1,Y
IDCJAC0001,033053,1948,02,346.3,Y
IDCJAC0001,033053,1948,03,145.0,Y
IDCJAC0001,033053,1948,04,77.0,Y
IDCJAC0001,033053,1948,05,37.3,Y
IDCJAC0001,033053,1948,08,0.0,Y
IDCJAC0001,033053,1948,09,0.5,Y
IDCJAC0001,033053,1948,10,21.4,Y
IDCJAC0001,033053,1948,11,4.8,Y
IDCJAC0001,033053,1948,12,207.9,Y
IDCJAC0001,033053,1949,01,262.4,Y
IDCJAC0001,033053,1949,02,514.8,Y
