Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,004036,1906,06,84.1,Y
IDCJAC0001,004036,1906,07,17.8,Y
IDCJAC0001,004036,1906,08,28.2,Y
IDCJAC0001,004036,1906,09,3.6,Y
IDCJAC0001,004036,1906,10,0.0,Y
IDCJAC0001,004036,1906,11,0.0,Y
IDCJAC0001,004036,1906,12,16.5,Y
IDCJAC0001,004036,1907,01,85.8,Y
IDCJAC0001,004036,1907,02,88.9,Y
IDCJAC0001,004036,1907,03,94.6,Y
IDCJAC0001,004036,1907,04,0.8,Y
IDCJAC0001,004036,1907,05,0.0,Y
IDCJAC0001,004036,1907,06,17.3,Y
IDCJAC0001,004036,1907,07,9.6,Y
IDCJAC0001,004036,1907,08,0.0,Y
IDCJAC0001,004036,1907,09,0.0,Y
IDCJAC0001,004036,1907,10,0.0,Y
IDCJAC0001,004036,1907,11,0.0,Y
IDCJAC0001,004036,1907,12,40.6,Y
IDCJAC0001,004036,1908,01,0.0,Y
IDCJAC0001,004036,1908,02,40.6,Y
IDCJAC0001,004036,1908,03,0.0,Y
IDCJAC0001,004036,1908,04,6.6,Y
IDCJAC0001,004036,1908,05,19.1,Y
IDCJAC0001,004036,1908,06,84.0,Y
IDCJAC0001,004036,1908,07,27.4,Y
IDCJAC0001,004036,1908,08,0.0,Y
IDCJAC0001,004036,1908,09,0.0,Y
IDCJAC0001,004036,1908,10,0.0,Y
IDCJAC0001,004036,1908,11,0.0,Y
IDCJAC0001,004036,1908,12,34.8,Y
IDCJAC0001,004036,1909,01,51.3,Y
IDCJAC0001,004036,1909,02,56.6,Y
IDCJAC0001,004036,1909,03,0.0,Y
IDCJAC0001,004036,1909,04,6.6,Y
IDCJAC0001,004036,1909,05,29.2,Y
IDCJAC0001,004036,1909,06,153.2,Y
IDCJAC0001,004036,1909,07,0.0,Y
IDCJAC0001,004036,1909,08,0.0,Y
IDCJAC0001,004036,1909,09,0.0,Y
IDCJAC0001,004036,1909,10,0.0,Y
IDCJAC0001,004036,1909,11,7.6,Y
IDCJAC0001,004036,1909,12,55.9,Y
IDCJAC0001,004036,1910,01,6.4,Y
IDCJAC0001,004036,1910,02,53.3,Y
IDCJAC0001,004036,1910,03,0.0,Y
IDCJAC0001,004036,1910,04,0.0,Y
IDCJAC0001,004036,1910,05,205.7,Y
IDCJAC0001,004036,1910,06,71.1,Y
IDCJAC0001,004036,1910,07,7.6,Y
IDCJAC0001,004036,1910,08,0.0,Y
IDCJAC0001,004036,1910,09,0.0,Y
IDCJAC0001,004036,1910,10,0.0,Y
IDCJAC0001,004036,1910,11,19.1,Y
IDCJAC0001,004036,1910,12,1.8,Y
IDCJAC0001,004036,1911,01,12.0,Y
IDCJAC0001,004036,1911,02,21.6,Y
IDCJAC0001,004036,1911,03,0.0,Y
IDCJAC0001,004036,1911,04,0.0,Y
IDCJAC0001,004036,1911,05,36.0,Y
IDCJAC0001,004036,1911,06,76.3,Y
IDCJAC0001,004036,1911,07,0.0,Y
IDCJAC0001,004036,1911,08,3.6,Y
IDCJAC0001,004036,1911,09,0.0,Y
IDCJAC0001,004036,1911,10,0.0,Y
IDCJAC0001,004036,1911,11,0.0,Y
IDCJAC0001,004036,1911,12,0.0,Y
IDCJAC0001,004036,1912,01,88.9,Y
IDCJAC0001,004036,1912,02,86.4,Y
IDCJAC0001,004036,1912,03,105.4,Y
IDCJAC0001,004036,1912,04,0.0,Y
IDCJAC0001,004036,1912,05,0.0,Y
IDCJAC0001,004036,1912,06,0.0,Y
