Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,057001,1999,112.8,88.4,129.0,66.6,31.0,52.6,136.6,59.2,52.0,70.9,106.8,98.6,1004.5
IDCJAC0001,057001,2000,91.7,53.5,106.2,53.0,34.4,7.2,35.6,30.8,13.4,71.8,183.0,117.6,798.2
IDCJAC0001,057001,2001,80.6,155.4,null,45.2,null,10.0,60.6,18.6,35.8,23.6,182.6,97.8,null
IDCJAC0001,057001,2002,146.4,69.0,126.4,11.0,23.0,null,3.4,58.0,28.2,32.8,117.2,75.4,null
IDCJAC0001,057001,2003,37.2,157.4,null,102.2,58.4,20.6,22.8,14.6,6.0,89.0,87.4,101.0,null
IDCJAC0001,057001,2004,253.0,142.7,128.8,31.6,6.0,7.8,43.8,30.0,45.8,102.4,103.4,125.0,1020.3
IDCJAC0001,057001,2005,184.0,51.0,49.8,9.8,38.2,89.2,17.8,12.2,157.1,44.8,93.4,70.6,817.9
IDCJAC0001,057001,2006,125.4,101.6,138.0,38.0,6.5,49.0,48.6,64.2,null,99.5,152.8,52.0,null
IDCJAC0001,057001,2007,null,174.2,108.4,56.8,24.2,44.4,6.6,131.4,29.8,82.0,138.1,168.6,null
IDCJAC0001,057001,2008,104.2,205.0,null,45.6,30.4,null,17.8,35.6,64.0,67.0,128.4,101.4,null
IDCJAC0001,057001,2009,null,157.0,61.8,84.9,228.8,69.2,11.0,5.4,37.0,null,59.6,159.0,null
IDCJAC0001,057001,2010,87.2,66.6,111.8,29.8,null,23.4,null,42.6,67.6,132.6,205.8,134.2,null
IDCJAC0001,057001,2011,null,121.7,143.4,62.2,74.6,191.8,20.2,105.6,56.4,null,239.8,104.9,null
IDCJAC0001,057001,2012,132.4,91.4,78.8,56.4,17.0,44.2,73.4,7.0,34.0,26.8,95.3,164.1,820.8
IDCJAC0001,057001,2013,268.0,196.8,64.8,24.8,78.6,81.0,27.2,11.8,27.4,18.0,130.8,27.4,956.6
IDCJAC0001,057001,2014,10.0,90.8,169.6,null,17.9,33.6,18.6,133.0,9.8,21.4,99.0,262.4,null
IDCJAC0001,057001,2015,153.0,95.2,34.4,113.8,76.8,29.4,28.0,56.0,46.8,20.6,90.6,114.9,859.5
IDCJAC0001,057001,2016,138.8,30.2,26.1,49.3,23.2,199.0,45.4,164.7,66.6,28.4,23.8,null,null
IDCJAC0001,057001,2017,86.4,74.0,313.0,15.6,48.0,82.4,0.0,6.6,2.6,125.5,null,115.8,null
IDCJAC0001,057001,2018,69.6,55.2,78.0,null,0.0,14.7,null,4.0,44.4,75.6,31.6,193.0,null
IDCJAC0001,057001,2019,48.0,64.6,75.5,9.4,6.8,41.0,0.4,5.0,6.2,28.4,25.8,43.6,354.7
IDCJAC0001,057001,2020,null,282.0,136.4,null,null,null,38.6,16.4,24.4,null,null,null,null
