Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,035199,1923,06,93.7,Y
IDCJAC0001,035199,1923,07,6.6,Y
IDCJAC0001,035199,1923,08,5.3,Y
IDCJAC0001,035199,1923,09,17.7,Y
IDCJAC0001,035199,1923,10,10.2,Y
IDCJAC0001,035199,1923,11,18.3,Y
IDCJAC0001,035199,1923,12,18.0,Y
IDCJAC0001,035199,1924,01,8.1,Y
IDCJAC0001,035199,1924,02,242.9,Y
IDCJAC0001,035199,1924,03,10.9,Y
IDCJAC0001,035199,1924,04,24.0,Y
IDCJAC0001,035199,1924,05,0.0,Y
IDCJAC0001,035199,1924,06,68.3,Y
IDCJAC0001,035199,1924,07,0.0,Y
IDCJAC0001,035199,1924,08,23.6,Y
IDCJAC0001,035199,1924,09,8.6,Y
IDCJAC0001,035199,1924,10,1.8,Y
IDCJAC0001,035199,1924,11,135.5,Y
IDCJAC0001,035199,1924,12,106.6,Y
IDCJAC0001,035199,1925,01,158.8,Y
IDCJAC0001,035199,1925,02,31.3,Y
IDCJAC0001,035199,1925,03,3.3,Y
IDCJAC0001,035199,1925,04,1.0,Y
IDCJAC0001,035199,1925,05,5.1,Y
IDCJAC0001,035199,1925,06,33.3,Y
IDCJAC0001,035199,1925,07,8.6,Y
IDCJAC0001,035199,1925,08,38.1,Y
IDCJAC0001,035199,1925,09,38.3,Y
IDCJAC0001,035199,1925,10,0.0,Y
IDCJAC0001,035199,1925,11,33.7,Y
IDCJAC0001,035199,1925,12,99.1,Y
IDCJAC0001,035199,1926,01,38.3,Y
IDCJAC0001,035199,1926,02,0.0,Y
IDCJAC0001,035199,1926,03,1.0,Y
IDCJAC0001,035199,1926,04,0.0,Y
IDCJAC0001,035199,1926,05,2.8,Y
IDCJAC0001,035199,1926,06,0.3,Y
IDCJAC0001,035199,1926,07,3.0,Y
IDCJAC0001,035199,1926,08,0.0,Y
IDCJAC0001,035199,1926,09,67.6,Y
IDCJAC0001,035199,1926,10,0.0,Y
IDCJAC0001,035199,1926,11,3.8,Y
IDCJAC0001,035199,1926,12,142.9,Y
IDCJAC0001,035199,1927,01,141.5,Y
IDCJAC0001,035199,1927,02,94.5,Y
IDCJAC0001,035199,1927,03,146.8,Y
IDCJAC0001,035199,1927,04,12.5,Y
IDCJAC0001,035199,1927,05,0.0,Y
IDCJAC0001,035199,1927,06,40.4,Y
IDCJAC0001,035199,1927,07,5.3,Y
IDCJAC0001,035199,1927,08,25.4,Y
IDCJAC0001,035199,1927,09,0.0,Y
IDCJAC0001,035199,1927,10,105.7,Y
IDCJAC0001,035199,1927,11,31.2,Y
IDCJAC0001,035199,1927,12,321.6,Y
IDCJAC0001,035199,1928,01,64.8,Y
IDCJAC0001,035199,1928,02,53.0,Y
IDCJAC0001,035199,1928,03,59.1,Y
IDCJAC0001,035199,1928,04,15.0,Y
IDCJAC0001,035199,1928,05,0.0,Y
IDCJAC0001,035199,1928,06,18.6,Y
IDCJAC0001,035199,1928,07,0.0,Y
IDCJAC0001,035199,1928,08,0.0,Y
IDCJAC0001,035199,1928,09,0.0,Y
IDCJAC0001,035199,1928,10,1.3,Y
IDCJAC0001,035199,1928,11,61.2,Y
IDCJAC0001,035199,1928,12,126.9,Y
IDCJAC0001,035199,1929,01,39.6,Y
IDCJAC0001,035199,1929,02,71.2,Y
IDCJAC0001,035199,1929,03,49.4,Y
IDCJAC0001,035199,1929,04,47.8,Y
IDCJAC0001,035199,1929,05,0.0,Y
IDCJAC0001,035199,1929,06,70.4,Y
IDCJAC0001,035199,1929,07,0.0,Y
IDCJAC0001,035199,1929,08,0.0,Y
IDCJAC0001,035199,1929,09,0.0,Y
IDCJAC0001,035199,1929,10,16.8,Y
IDCJAC0001,035199,1929,11,9.7,Y
IDCJAC0001,035199,1929,12,80.3,Y
IDCJAC0001,035199,1930,01,152.7,Y
IDCJAC0001,035199,1930,02,105.7,Y
IDCJAC0001,035199,1930,03,18.0,Y
IDCJAC0001,035199,1930,04,0.0,Y
IDCJAC0001,035199,1930,05,173.0,Y
IDCJAC0001,035199,1930,06,37.8,Y
IDCJAC0001,035199,1930,07,0.0,Y
IDCJAC0001,035199,1930,08,14.2,Y
IDCJAC0001,035199,1930,09,19.1,Y
IDCJAC0001,035199,1930,10,34.3,Y
IDCJAC0001,035199,1930,11,13.5,Y
IDCJAC0001,035199,1930,12,0.0,Y
IDCJAC0001,035199,1931,01,44.5,Y
IDCJAC0001,035199,1931,02,0.0,Y
IDCJAC0001,035199,1931,03,5.1,Y
IDCJAC0001,035199,1931,04,8.9,Y
IDCJAC0001,035199,1931,05,4.6,Y
IDCJAC0001,035199,1931,06,0.0,Y
IDCJAC0001,035199,1931,07,3.8,Y
IDCJAC0001,035199,1931,08,0.0,Y
IDCJAC0001,035199,1931,09,94.7,Y
IDCJAC0001,035199,1931,10,12.2,Y
IDCJAC0001,035199,1931,11,24.9,Y
IDCJAC0001,035199,1931,12,59.4,Y
IDCJAC0001,035199,1932,01,59.7,Y
IDCJAC0001,035199,1932,02,13.5,Y
IDCJAC0001,035199,1932,03,20.3,Y
IDCJAC0001,035199,1932,04,2.5,Y
IDCJAC0001,035199,1932,05,36.6,Y
IDCJAC0001,035199,1932,06,0.0,Y
