,dates,Lake_City,Camden,Hillsboro,Phoenix_Area,Marshall,Subiaco,Hobart_Municipal_AP,Tucumcari_4_NE_,Death_Valley_National_Park,Hopewell,Neosho,Las_Animas,Blanding,Yosemite_National_Park_Area,Saluda,Clarksdale,Portales,Springerville,Ojai
657,1973-08-01,4.93,0.78,0.98,0.0005,2.49,1.7,1.62,1.03,0.0005,3.62,1.71,0.15,0.69,0.87,4.27,2.9,1.29,0.82,0.0
658,1973-09-01,5.12,7.18,7.02,0.0,2.4,6.55,10.93,0.53,0.0,1.89,8.39,3.03,0.67,0.1,2.81,2.15,1.96,0.0,0.0
659,1973-10-01,1.63,6.14,8.13,0.0,1.77,6.3,3.14,0.7,0.18,1.03,5.17,0.49,0.74,3.22,1.75,3.59,0.95,0.0,0.98
660,1973-11-01,1.07,7.06,1.06,1.36,3.25,8.15,0.96,0.0005,0.03,1.5,6.32,0.47,0.79,9.06,0.27,10.29,0.0005,,2.12
661,1973-12-01,4.59,6.86,0.65,0.0,3.02,4.21,0.08,0.73,0.09,7.03,5.04,0.84,0.17,6.63,2.96,5.72,0.0005,0.0005,1.19
662,1974-01-01,1.99,8.67,2.65,0.57,5.29,1.53,0.13,0.58,1.2,5.02,1.34,0.12,3.7,7.28,6.61,10.76,0.52,,10.4
663,1974-02-01,1.75,2.14,1.19,0.02,4.11,1.8,0.24,0.14,0.0005,2.86,2.24,0.17,0.09,1.28,3.09,5.12,0.03,0.0005,0.11
664,1974-03-01,5.15,1.75,0.74,1.37,3.48,3.32,1.54,0.12,0.4,4.54,4.43,0.81,0.34,7.48,2.09,2.54,0.07,0.23,4.59
665,1974-04-01,2.49,5.14,1.22,0.01,4.29,5.82,3.03,0.47,0.0,1.64,3.58,1.2,0.58,5.13,3.43,4.38,0.29,0.0,0.1
666,1974-05-01,7.28,2.82,,0.0,5.96,2.21,3.36,0.17,0.0005,4.34,5.69,1.55,0.03,1.03,6.5,12.43,0.76,0.0,0.0
667,1974-06-01,8.91,10.27,3.25,0.0,3.71,6.68,0.68,0.34,0.0,3.22,6.91,1.1,0.0,0.0,0.98,10.77,2.05,0.0,0.0
668,1974-07-01,6.92,1.78,0.39,0.84,3.2,0.46,0.08,1.14,0.68,3.86,0.71,2.43,1.12,1.33,0.94,2.62,1.7,1.24,0.0
669,1974-08-01,11.83,9.54,8.54,1.15,3.61,5.2,2.57,2.69,0.0005,8.26,7.73,0.24,0.06,0.0,,5.04,6.37,2.38,0.0
670,1974-09-01,4.44,14.38,4.01,1.07,2.05,8.25,5.07,2.5,0.0,5.55,4.86,0.05,0.5,0.0,,5.17,2.61,0.88,0.0
671,1974-10-01,1.04,2.84,5.23,2.12,1.27,2.26,3.32,4.0,0.82,0.9,6.37,1.21,4.17,2.74,0.11,2.7,5.94,2.93,0.63
672,1974-11-01,0.65,6.42,3.9,0.44,3.61,6.18,2.08,0.25,0.0005,1.25,6.69,0.27,1.16,2.3,2.36,4.01,0.65,0.14,0.16
673,1974-12-01,3.92,3.17,2.01,0.59,3.91,1.66,0.98,0.33,0.37,3.93,2.47,0.1,0.64,3.18,,6.26,0.49,0.08,7.67
674,1975-01-01,5.38,3.34,1.26,0.02,4.97,3.29,1.58,0.46,0.0005,5.49,3.1,0.11,0.74,4.18,5.54,6.59,0.12,0.4,0.0005
675,1975-02-01,3.2,5.69,3.39,0.33,5.03,3.47,1.84,0.78,0.0005,3.4,3.66,0.16,1.2,10.5,5.65,7.24,1.19,,4.76
676,1975-03-01,2.69,8.93,2.88,0.63,8.56,6.02,1.17,0.33,0.41,8.27,5.56,0.29,1.64,8.47,8.11,8.61,0.3,0.48,7.04
677,1975-04-01,5.45,3.31,4.86,0.43,0.52,2.79,0.56,0.83,0.33,3.34,2.15,0.96,0.95,5.84,4.9,4.61,,0.13,2.05
678,1975-05-01,9.88,7.74,7.69,0.0005,3.37,5.27,4.83,0.91,0.0005,4.89,3.77,0.47,0.5,0.49,5.17,7.44,0.71,0.33,0.02
679,1975-06-01,4.43,4.2,1.17,0.0005,3.31,7.03,2.49,0.69,0.0005,3.07,5.03,2.01,0.26,0.49,3.22,8.03,1.98,0.0,0.0
680,1975-07-01,7.49,2.45,3.73,0.38,3.7,2.88,10.58,3.48,0.32,7.97,2.4,2.81,1.15,0.0,11.27,3.33,3.21,3.34,0.0
681,1975-08-01,6.79,8.66,,0.0005,2.92,6.92,2.86,0.68,0.01,2.2,2.39,1.45,0.42,0.38,4.54,5.86,1.75,1.83,0.0005
682,1975-09-01,5.77,1.64,2.47,0.82,6.76,4.77,2.2,1.77,0.35,12.06,2.97,0.63,0.24,0.61,6.11,3.89,1.72,3.43,0.1
683,1975-10-01,1.87,1.15,1.16,0.23,2.19,1.06,2.02,0.0,0.04,2.34,3.49,0.0005,0.19,6.56,1.8,1.75,0.17,0.04,0.45
684,1975-11-01,0.61,4.07,1.18,0.55,2.42,3.43,1.84,0.65,0.05,2.28,3.29,1.34,0.66,1.55,3.85,8.93,0.31,0.33,0.0005
685,1975-12-01,2.41,1.94,2.04,1.12,2.3,3.86,1.15,0.14,0.0005,3.64,3.79,0.04,0.74,0.71,4.6,3.55,1.12,0.34,0.15
686,1976-01-01,2.01,3.03,0.02,0.0005,2.83,0.74,0.0005,0.1,0.0,5.48,0.44,0.19,0.08,0.31,2.98,3.87,0.01,0.01,0.0
687,1976-02-01,3.4,3.3,0.84,0.47,2.14,2.31,0.16,0.0005,2.37,,1.32,0.64,1.6,3.52,1.59,4.38,0.39,0.31,5.68
688,1976-03-01,3.97,6.62,3.33,0.4,3.18,3.53,0.86,0.27,0.03,2.73,3.66,0.16,0.29,3.52,5.43,6.37,0.16,0.33,2.08
689,1976-04-01,2.68,1.13,5.25,0.67,0.4,1.78,6.96,1.49,0.12,0.64,7.62,1.42,0.75,1.32,0.63,2.0,0.44,0.34,1.33
690,1976-05-01,8.0,4.15,5.45,1.06,7.26,4.27,2.44,0.73,0.15,3.75,5.41,1.81,0.79,0.52,4.23,3.15,0.75,0.61,0.02
691,1976-06-01,3.41,5.6,6.35,0.09,3.99,3.16,2.69,2.5,0.0005,2.87,4.44,0.58,0.04,0.17,3.01,5.47,0.11,0.03,0.32
692,1976-07-01,4.57,2.46,10.22,1.48,3.82,1.82,0.6,4.51,0.2,3.71,7.75,2.13,0.46,0.58,6.82,1.34,2.31,4.7,0.0005
693,1976-08-01,7.13,0.41,0.0,0.12,3.21,3.74,1.08,0.24,0.0,1.55,3.59,0.77,0.59,1.05,2.07,0.36,5.17,2.78,0.13
694,1976-09-01,5.86,5.36,5.95,1.69,4.45,4.46,6.27,1.82,0.87,4.43,4.67,0.9,1.3,2.0,7.07,2.96,2.0,1.17,5.57
695,1976-10-01,1.62,3.17,4.53,0.7,4.35,4.86,2.53,0.87,0.47,8.7,2.9,1.21,0.24,0.82,6.16,3.81,0.7,0.55,0.04
696,1976-11-01,3.74,2.42,0.59,0.43,1.4,1.16,0.0005,0.32,0.0,1.69,0.73,0.12,0.0005,0.93,5.72,2.07,0.55,,0.41
697,1976-12-01,4.08,2.74,2.32,0.85,3.06,2.38,0.2,0.0005,0.0,3.41,0.6,0.0005,0.03,0.1,5.87,2.24,0.0005,0.0,0.74
698,1977-01-01,3.69,4.07,2.62,0.35,2.36,3.08,0.14,0.28,0.16,3.84,1.0,0.02,1.46,2.0,3.44,2.92,0.3,0.4,4.11
699,1977-02-01,,3.15,2.45,0.06,1.04,1.73,1.47,0.33,0.0,1.7,2.26,0.41,0.04,1.87,1.3,1.4,0.31,0.45,0.19
700,1977-03-01,3.22,4.66,7.78,0.27,3.84,6.24,0.42,0.23,0.08,2.9,4.8,0.0005,0.03,1.85,7.45,4.38,0.49,0.56,
701,1977-04-01,1.16,5.06,5.24,0.06,4.76,2.45,2.3,3.13,0.0,2.98,3.5,1.41,0.15,0.18,1.29,4.19,1.32,0.12,0.0
702,1977-05-01,2.65,3.0,0.92,0.16,1.73,2.14,10.9,1.04,0.96,4.1,3.31,2.51,0.67,1.75,1.82,2.24,2.99,0.02,3.45
703,1977-06-01,6.35,2.65,1.02,0.1,6.18,6.59,1.24,1.35,0.0,0.88,7.02,1.75,0.07,1.68,3.47,4.23,1.8,0.56,0.05
704,1977-07-01,2.38,2.22,4.15,0.3,2.44,4.17,1.77,1.58,0.0,3.62,4.02,1.77,3.15,0.0,3.93,9.51,0.78,5.32,0.0
705,1977-08-01,10.78,4.4,0.89,0.18,4.87,2.39,5.19,1.91,1.14,2.82,6.4,2.86,0.81,0.0,6.53,1.77,3.81,4.09,0.69
706,1977-09-01,5.01,2.43,1.88,0.53,4.6,5.3,0.06,0.38,0.0,2.35,10.8,0.18,0.62,0.35,3.14,7.72,0.2,1.23,0.0
707,1977-10-01,0.34,0.11,1.19,0.61,2.75,2.89,1.7,0.25,0.0,9.53,1.63,0.0,1.07,,4.4,2.39,1.32,1.25,0.0005
708,1977-11-01,3.65,3.77,2.57,0.0005,4.45,2.17,1.65,0.39,0.02,,2.4,0.1,0.6,,1.62,7.42,0.54,0.41,0.0
709,1977-12-01,8.45,1.98,0.24,0.54,2.51,1.86,0.0005,0.04,0.44,4.9,1.61,0.15,0.63,11.03,,2.24,0.5,0.29,6.23
710,1978-01-01,5.43,6.91,1.0,2.33,4.12,2.54,0.51,0.62,0.7,8.06,1.02,0.31,4.03,10.6,8.5,5.54,0.55,0.62,10.05
711,1978-02-01,4.35,2.39,4.16,2.21,0.86,2.29,2.48,0.42,0.77,0.54,1.61,0.35,2.69,10.6,1.23,1.54,0.83,0.79,13.5
712,1978-03-01,4.43,2.83,1.83,2.14,4.51,4.68,0.13,0.25,1.64,,4.31,0.1,1.87,8.37,5.39,2.64,0.19,1.41,14.5
713,1978-04-01,1.91,4.33,1.51,0.2,3.11,3.04,1.77,0.68,0.04,4.0,4.95,0.77,1.02,6.01,3.65,2.55,0.3,0.15,2.35
714,1978-05-01,7.52,7.03,4.97,0.0005,4.48,8.21,6.02,3.02,0.34,4.84,5.82,2.48,0.69,0.07,4.14,10.6,1.67,0.51,0.0
715,1978-06-01,5.37,3.35,0.24,0.01,2.01,1.49,2.22,3.27,0.0,3.16,4.69,3.61,0.08,0.0,4.46,3.96,3.28,0.01,0.0
716,1978-07-01,3.43,1.66,0.12,1.44,2.07,1.78,1.03,1.37,0.0,3.82,3.1,0.84,0.07,0.29,2.97,1.64,3.64,2.1,0.0
717,1978-08-01,6.87,4.56,1.9,1.79,6.19,3.08,1.56,1.04,0.03,6.53,5.9,1.76,0.08,0.08,,2.47,2.95,4.26,0.0005
718,1978-09-01,1.17,0.89,1.7,0.0005,0.19,0.52,1.77,0.84,0.39,5.91,2.6,0.5,0.57,4.06,0.14,0.99,1.23,0.8,1.41
719,1978-10-01,0.18,1.86,0.9,0.35,1.2,0.5,0.0005,0.25,0.05,1.19,0.57,,1.29,0.01,0.7,0.98,0.81,0.77,0.0005
720,1978-11-01,0.23,6.96,4.53,2.3,2.7,6.79,1.62,2.6,0.0,4.74,6.63,0.31,2.67,3.62,,4.24,3.54,1.85,2.92
721,1978-12-01,3.22,6.82,2.52,2.46,3.15,5.72,0.41,0.43,0.07,3.88,2.82,0.14,4.34,,,7.14,0.36,0.93,2.57
722,1979-01-01,7.07,7.55,2.6,2.16,3.94,2.5,1.42,0.67,0.95,6.78,2.21,0.43,3.35,11.17,5.21,9.79,0.65,1.58,5.89
723,1979-02-01,4.55,5.57,2.68,0.09,5.5,5.33,0.48,0.04,0.21,5.63,1.28,0.4,1.72,9.67,,4.32,0.05,0.36,5.55
724,1979-03-01,1.57,4.25,5.75,1.78,2.93,6.29,2.25,0.58,0.45,3.11,2.61,0.77,2.32,6.06,3.92,7.1,0.18,0.67,7.34
725,1979-04-01,8.1,10.51,3.92,0.02,5.01,5.92,2.7,1.03,0.0,3.89,2.8,0.66,0.38,1.42,7.22,10.71,2.48,0.17,0.0
726,1979-05-01,3.52,7.57,8.84,0.76,4.65,13.73,5.01,3.45,0.0,4.77,3.81,1.87,0.86,1.48,3.41,9.69,0.55,1.77,0.0
727,1979-06-01,4.22,5.11,3.36,0.04,3.65,2.92,4.62,2.39,0.0,2.33,5.7,1.5,0.57,0.0005,2.94,2.44,5.82,0.45,0.0
728,1979-07-01,5.57,5.38,0.95,0.34,6.97,6.7,3.0,4.21,0.15,6.21,6.6,3.72,0.16,0.09,5.48,5.28,3.03,0.9,0.0
729,1979-08-01,7.43,3.22,3.98,1.18,5.31,3.04,2.36,2.45,0.01,4.86,4.31,2.47,0.6,0.0,1.85,1.53,2.99,3.58,0.0
730,1979-09-01,8.41,6.97,1.85,0.09,4.63,2.2,0.0005,0.81,0.0005,11.18,0.65,0.8,0.12,0.03,3.93,4.14,1.09,1.54,0.1
731,1979-10-01,0.7,3.17,3.8,0.09,1.37,3.05,2.86,1.38,0.0005,3.28,2.4,1.15,0.75,2.74,1.8,3.4,0.24,0.16,0.65
732,1979-11-01,3.66,5.2,0.32,0.12,7.26,1.28,2.42,0.73,0.0,6.3,2.42,0.2,1.12,,3.05,5.05,0.15,0.31,0.14
733,1979-12-01,2.95,3.66,3.82,0.13,1.3,5.49,0.56,0.12,0.0,1.75,1.12,0.98,1.31,6.18,1.95,4.6,0.54,0.39,1.07
734,1980-01-01,3.39,6.22,2.94,1.58,2.7,1.51,1.39,0.33,0.35,6.27,1.6,0.5,3.49,16.54,6.1,2.81,0.48,,8.81
735,1980-02-01,3.57,2.53,1.04,2.09,1.43,1.05,0.46,0.82,0.95,1.39,2.37,0.37,2.86,14.24,2.98,1.22,0.64,1.52,14.25
736,1980-03-01,15.69,7.54,2.48,0.86,5.02,3.2,2.06,0.83,0.81,5.97,3.61,1.69,1.43,4.69,11.41,11.3,0.35,0.7,4.12
737,1980-04-01,5.72,4.15,4.63,0.44,2.7,3.69,1.49,2.25,0.4,5.19,3.53,3.74,0.97,2.09,1.61,6.66,0.37,0.61,0.64
738,1980-05-01,4.35,5.58,5.4,0.21,3.89,4.84,10.12,2.33,0.4,3.03,4.58,3.15,0.85,,2.31,5.3,2.93,0.29,0.28
739,1980-06-01,7.8,1.36,0.37,0.03,3.54,6.41,1.22,0.17,0.02,0.61,1.71,0.89,0.02,,4.18,9.93,0.95,0.42,0.0
740,1980-07-01,10.9,0.91,0.12,0.56,2.48,1.15,0.03,0.71,0.0,3.38,0.13,0.74,0.38,,0.44,5.39,0.12,2.32,0.0005
741,1980-08-01,2.96,0.36,1.58,0.06,2.59,0.32,0.42,6.3,0.0,2.09,5.43,0.41,0.38,0.1,1.43,0.02,1.54,4.22,0.0
742,1980-09-01,4.28,7.32,4.39,0.13,2.83,4.41,0.88,2.05,0.26,1.81,1.94,,1.0,,5.28,8.48,2.99,0.66,0.0005
743,1980-10-01,5.84,2.24,0.0,0.02,2.69,2.65,0.65,0.13,0.0,4.47,7.08,0.0,1.04,,3.25,3.14,0.24,0.47,0.0
744,1980-11-01,2.74,4.23,1.85,0.0,1.48,1.86,0.13,0.93,0.0,2.43,1.0,0.63,0.4,0.84,2.29,4.92,0.9,0.08,0.0
745,1980-12-01,0.76,0.89,2.64,0.08,0.73,1.66,1.7,0.05,0.0,0.56,1.28,0.0005,0.23,3.29,1.49,0.51,0.18,0.19,1.41
746,1981-01-01,0.9,1.27,0.84,0.71,0.96,1.18,0.16,0.1,0.08,0.54,0.68,0.2,0.12,6.81,0.9,1.25,0.26,0.34,3.5
747,1981-02-01,6.63,2.64,1.58,1.08,3.12,3.08,0.46,0.3,0.02,2.93,2.3,0.1,0.38,,4.53,3.35,0.33,0.41,2.06
748,1981-03-01,4.11,3.78,4.74,0.98,2.65,4.54,2.26,0.69,0.66,1.04,1.64,1.32,2.56,7.99,2.49,5.12,0.82,1.11,6.82
749,1981-04-01,1.38,2.13,1.45,0.2,3.49,2.06,3.16,0.8,0.0,2.66,3.61,0.13,1.06,1.31,0.87,0.63,0.59,0.3,0.68
750,1981-05-01,2.11,8.73,4.61,0.03,5.24,9.55,2.85,0.61,0.0,5.89,2.88,0.75,0.57,0.66,1.52,8.21,1.14,0.88,0.05
751,1981-06-01,9.27,5.28,14.28,0.0005,2.11,4.6,4.23,2.08,0.0,3.21,4.7,1.34,0.38,,3.01,5.2,1.83,1.21,0.0
752,1981-07-01,6.14,5.26,3.55,1.14,5.22,2.19,3.04,1.05,0.0,2.68,4.39,1.09,2.74,0.11,4.48,3.03,3.42,4.97,0.0
753,1981-08-01,9.33,0.98,1.19,0.11,1.34,3.73,2.5,6.25,0.0,2.46,6.36,1.42,0.68,0.17,5.9,3.21,6.86,0.99,0.0
754,1981-09-01,1.4,,2.49,0.18,2.1,2.09,1.28,1.58,0.0005,2.32,1.78,0.85,1.48,0.49,2.21,1.29,2.24,1.57,0.0
755,1981-10-01,1.04,7.45,4.52,1.34,2.09,5.4,6.76,1.52,0.18,2.47,7.24,0.23,1.48,4.74,3.77,5.21,2.95,0.51,0.56
756,1981-11-01,4.75,0.56,1.78,0.95,1.46,4.0,1.72,0.12,0.8,0.94,2.01,0.13,0.65,7.08,1.07,1.2,1.1,0.34,1.8
757,1981-12-01,3.2,0.69,0.15,0.0,3.01,0.45,0.33,0.0005,0.0,4.27,0.91,0.48,0.15,6.62,8.49,1.21,0.0,0.03,0.52
758,1982-01-01,4.44,4.6,2.45,0.81,4.86,5.06,2.13,0.12,0.14,4.25,3.92,0.0005,0.76,7.62,6.29,3.5,0.28,0.2,3.81
759,1982-02-01,2.47,4.12,2.17,0.67,5.11,,0.29,0.23,0.35,4.48,0.61,0.91,0.78,8.21,6.18,4.89,0.49,0.69,1.01
760,1982-03-01,5.15,1.27,3.24,1.3,3.46,2.16,1.8,0.22,1.01,3.13,2.42,0.46,0.98,9.55,1.5,1.55,0.02,0.77,7.91
761,1982-04-01,4.46,2.95,2.45,0.0005,3.14,2.21,1.41,0.48,0.0005,2.09,4.52,0.3,0.17,,5.02,9.15,0.08,0.01,2.61
762,1982-05-01,6.07,4.28,7.71,0.5,3.54,6.05,6.91,1.46,0.02,2.96,9.62,1.53,0.96,0.77,3.21,2.17,0.63,0.33,0.11
763,1982-06-01,5.23,5.06,5.16,0.0005,3.63,6.9,4.35,3.31,0.0,4.02,5.13,4.81,0.09,4.0,4.53,4.58,1.8,0.32,0.0
764,1982-07-01,11.22,3.99,0.45,0.43,5.05,2.2,3.49,3.97,0.36,5.09,0.58,2.03,1.6,0.13,5.33,2.24,4.31,2.04,0.0
765,1982-08-01,5.19,3.81,1.17,1.97,5.12,1.88,0.77,0.9,0.06,5.5,4.57,0.68,2.95,0.36,2.09,8.49,1.71,4.67,0.0005
766,1982-09-01,5.18,1.06,0.9,0.12,2.69,0.77,1.79,0.94,0.09,2.19,2.26,1.47,2.61,2.8,2.27,3.05,1.08,1.35,0.89
767,1982-10-01,0.55,4.49,1.3,0.0005,2.37,3.14,0.34,1.83,0.0,2.65,2.53,0.07,1.09,6.76,2.26,4.44,0.08,0.02,0.33
768,1982-11-01,1.73,6.52,4.08,2.5,3.36,5.59,1.88,0.79,0.19,3.03,5.64,0.0005,1.73,6.32,2.76,4.64,0.99,0.49,5.72
769,1982-12-01,2.94,10.23,2.33,1.64,3.66,9.38,1.11,1.08,0.4,4.34,5.18,0.63,1.0,9.88,5.19,15.99,1.39,0.97,3.74
770,1983-01-01,4.51,0.34,1.11,0.7,2.45,0.69,2.14,0.7,0.54,2.15,1.1,0.52,1.6,9.25,4.43,1.92,1.18,0.94,10.1
771,1983-02-01,5.86,6.96,3.93,1.17,4.09,2.41,0.78,1.63,0.5,5.09,1.38,0.85,1.96,8.2,5.37,3.53,0.23,,7.53
772,1983-03-01,7.62,4.29,3.26,3.17,4.2,2.36,2.52,0.92,1.14,4.39,2.82,1.66,2.27,11.25,7.07,4.65,0.71,0.36,8.83
773,1983-04-01,5.72,2.85,0.26,0.18,6.33,4.92,1.09,1.15,0.08,5.94,7.33,1.86,0.95,5.31,4.3,5.29,0.56,0.31,4.43
774,1983-05-01,2.82,5.26,5.81,0.0,3.58,5.34,4.99,1.27,0.01,2.34,4.86,3.27,0.2,0.86,1.91,7.48,1.44,0.45,0.43
775,1983-06-01,9.03,6.36,3.29,0.0,1.53,2.84,3.2,2.64,0.0,2.83,5.32,0.65,1.01,0.66,0.57,7.41,1.57,0.3,0.0
776,1983-07-01,8.27,1.55,2.87,0.38,4.39,1.75,0.05,0.58,0.0005,0.04,1.96,0.78,2.01,0.0,0.64,1.05,1.18,3.83,
777,1983-08-01,3.3,1.32,4.05,2.48,1.54,1.39,0.3,0.58,1.12,4.27,1.29,0.87,0.8,0.52,1.61,0.97,0.07,3.4,1.22
778,1983-09-01,6.91,2.7,0.45,2.43,2.53,1.44,0.27,0.34,0.2,3.21,1.32,0.0005,3.35,1.84,4.79,3.98,0.9,2.46,0.54
779,1983-10-01,2.46,1.89,4.71,0.71,2.36,2.53,10.43,1.8,0.01,3.15,8.21,0.13,0.38,1.38,1.9,3.15,2.87,1.93,2.92
780,1983-11-01,3.88,4.87,2.07,0.43,2.7,5.14,1.07,0.94,0.01,5.24,4.87,0.45,1.6,14.21,4.9,8.57,0.29,,4.08
781,1983-12-01,9.22,6.23,0.93,1.16,4.57,4.06,0.37,0.96,0.54,4.46,1.79,0.4,1.4,12.58,6.16,10.43,0.44,0.05,3.99
782,1984-01-01,1.5,2.53,1.33,0.31,1.47,1.31,0.08,0.29,0.0,4.59,1.01,0.51,0.57,0.08,5.62,2.42,0.99,0.02,0.05
783,1984-02-01,5.34,4.82,3.0,0.0,5.25,4.58,1.35,0.11,0.0005,4.75,2.91,0.59,0.25,4.8,5.91,5.4,,0.0,0.0
784,1984-03-01,10.11,,3.85,0.0,3.6,4.11,1.59,1.34,0.0005,7.96,7.23,,0.5,2.72,3.96,5.44,0.3,0.49,0.48
785,1984-04-01,5.44,3.64,0.8,0.91,2.37,1.97,2.04,1.66,0.0,5.14,4.99,1.3,1.01,1.96,4.73,4.1,1.02,1.56,0.08
786,1984-05-01,6.23,4.03,2.79,0.18,6.64,5.59,0.42,2.58,0.0,4.75,4.05,2.17,0.05,0.5,7.83,6.58,4.76,0.17,0.0
787,1984-06-01,2.59,4.06,2.37,0.18,3.81,0.35,4.82,3.0,0.0,,1.09,0.4,1.06,1.11,3.08,5.22,4.02,0.16,0.0
788,1984-07-01,12.52,3.54,0.82,5.15,8.42,2.33,0.47,1.51,0.42,4.6,2.03,1.78,1.36,0.92,7.95,3.01,2.86,,0.05
789,1984-08-01,3.37,6.6,1.2,0.87,3.49,2.95,1.25,3.95,1.2,2.94,2.32,0.25,0.55,0.0,4.26,3.67,3.58,2.92,0.16
790,1984-09-01,4.89,1.92,1.48,3.36,0.54,6.1,0.11,0.88,0.0,1.37,2.61,0.44,0.9,0.3,0.42,0.9,0.1,4.02,1.25
791,1984-10-01,1.64,17.98,9.69,0.31,1.52,13.62,1.13,3.44,0.02,1.76,7.61,2.04,2.14,3.12,1.37,12.58,3.89,1.17,0.26
792,1984-11-01,2.96,6.21,1.51,0.71,2.54,8.26,2.2,1.07,0.0,2.96,4.0,0.03,0.51,11.26,1.24,5.05,1.14,0.01,2.45
793,1984-12-01,,2.71,5.44,2.93,1.07,5.7,4.19,1.61,,1.87,6.32,0.45,2.29,1.33,2.03,1.24,1.25,,5.84
794,1985-01-01,3.44,3.41,1.37,0.95,2.16,1.74,0.66,0.21,0.05,4.19,1.31,0.72,1.48,1.14,3.64,2.93,0.64,0.17,1.25
795,1985-02-01,2.19,2.58,2.5,0.18,5.14,3.7,2.42,0.55,0.0,3.8,4.71,0.64,0.12,3.0,6.86,3.49,0.04,0.3,1.25
796,1985-03-01,1.65,4.16,4.53,0.46,1.31,5.31,3.47,3.4,0.0,1.34,7.21,0.35,1.89,5.5,0.84,3.43,2.73,0.15,1.22
797,1985-04-01,3.18,3.38,1.76,0.17,1.87,6.11,2.88,1.31,0.0,0.75,4.99,1.57,1.72,0.73,2.06,3.8,1.08,0.56,0.0
798,1985-05-01,2.8,1.4,2.78,0.0005,2.42,3.87,0.64,2.21,0.26,3.53,5.64,2.5,0.53,0.0,2.81,3.18,1.06,0.41,0.0
799,1985-06-01,10.58,4.2,1.96,0.0,3.76,2.55,5.27,2.12,0.0,1.78,4.44,0.28,0.14,0.37,3.6,2.08,3.01,0.54,0.0
800,1985-07-01,7.6,5.47,0.71,0.98,5.49,2.66,1.7,0.91,0.13,4.93,3.22,2.95,2.87,2.31,7.14,1.77,3.6,0.88,5e-05
801,1985-08-01,7.99,1.65,0.73,0.21,6.51,3.55,3.39,2.57,0.0,12.49,6.83,1.05,0.03,0.0,4.49,4.15,2.03,1.05,0.0005
802,1985-09-01,6.67,5.93,3.97,1.6,0.41,,4.25,2.54,0.08,5.79,2.76,0.69,3.36,1.37,0.18,1.38,2.61,1.39,0.0
803,1985-10-01,7.35,7.65,5.44,0.92,2.51,5.07,4.89,4.71,0.0,6.24,6.65,1.44,1.39,3.03,7.19,4.15,2.36,0.65,0.32
804,1985-11-01,3.74,3.21,1.8,1.59,4.37,8.05,1.5,0.88,0.28,7.0,12.09,0.59,2.17,6.85,8.54,3.49,0.25,0.38,3.88
805,1985-12-01,1.84,5.2,5.01,0.86,0.73,1.65,0.12,0.02,0.09,0.77,2.72,0.25,0.02,4.94,1.47,2.16,0.0,0.15,1.29
806,1986-01-01,8.05,0.26,0.05,0.07,1.14,0.5,0.0,0.02,0.18,,0.0,0.18,0.21,4.29,1.65,0.77,0.0,0.04,0.86
807,1986-02-01,4.6,4.42,3.69,1.19,2.22,3.46,0.33,0.98,0.08,2.76,1.89,0.14,1.37,22.57,1.55,1.81,1.1,0.63,8.73
808,1986-03-01,3.99,4.33,0.54,1.58,1.93,2.13,0.93,0.19,,1.5,1.57,0.25,0.76,8.77,3.76,1.53,,0.24,4.79
809,1986-04-01,0.41,5.39,1.37,0.01,1.13,7.38,2.05,0.44,0.02,1.27,8.01,0.25,1.59,1.22,0.83,1.83,,0.04,1.8
810,1986-05-01,2.98,2.6,6.65,0.0005,4.11,6.5,5.21,2.46,0.08,2.85,3.41,0.31,0.49,0.93,7.74,3.48,2.73,0.14,0.0
811,1986-06-01,3.61,12.61,8.31,0.01,1.22,2.74,3.81,5.34,0.0,0.93,4.14,,1.06,0.0,1.41,6.69,2.46,1.45,0.0
812,1986-07-01,2.74,1.84,1.39,1.19,2.12,0.77,1.63,0.67,0.01,4.67,1.27,1.36,1.8,0.63,2.29,0.8,0.47,2.31,
813,1986-08-01,10.34,2.38,3.45,1.27,4.96,6.59,6.4,2.24,0.17,7.41,2.8,3.1,2.4,0.01,8.99,2.6,3.69,5.29,0.0005
814,1986-09-01,4.3,3.15,3.76,0.47,3.03,2.15,7.12,3.09,0.0005,0.58,15.82,3.05,2.35,2.24,0.75,1.53,1.42,0.66,0.64
815,1986-10-01,5.66,7.27,5.59,0.41,2.73,4.43,5.85,2.45,0.09,2.74,4.17,2.15,1.26,0.02,4.2,3.35,2.12,1.72,0.0
816,1986-11-01,3.37,8.89,2.62,0.03,3.43,3.25,2.1,3.45,0.22,2.2,2.98,1.04,1.43,0.17,4.87,11.15,2.28,1.82,1.5
817,1986-12-01,5.67,6.43,2.73,1.38,3.17,1.8,0.77,0.79,0.0005,5.62,,0.12,0.67,1.24,3.75,7.96,1.31,1.25,0.32
818,1987-01-01,7.44,3.01,1.54,0.67,2.73,2.89,1.31,1.19,0.21,6.35,2.54,0.25,1.19,3.7,7.42,2.05,3.01,0.65,2.12
819,1987-02-01,5.66,9.52,3.36,2.06,3.86,4.69,2.62,1.45,0.06,2.73,4.57,1.34,1.26,5.29,4.4,7.57,1.16,1.58,1.33
820,1987-03-01,8.0,2.22,2.18,0.28,3.38,5.28,1.98,0.57,1.13,2.37,2.72,0.77,0.62,4.73,5.22,5.49,0.1,0.47,2.19
