dates,Lake_City,Camden,Hillsboro,Phoenix_Area,Marshall,Subiaco,Hobart_Municipal_AP,Tucumcari_4_NE_,Death_Valley_National_Park,Hopewell,Neosho,Las_Animas,Blanding,Yosemite_National_Park_Area,Saluda,Clarksdale,Portales,Springerville,Ojai
1947-02-01,5.22,1.68,1.21,0.1,1.85,0.46,,0.0005,0.0005,1.56,0.43,0.28,0.61,2.28,1.12,1.31,0.1,0.0005,0.62
1947-04-01,1.7,5.05,3.96,0.0005,2.42,6.64,5.19,0.62,0.1,1.52,12.28,0.85,0.13,1.6,3.34,4.83,1.74,0.0005,0.03
1947-06-01,3.97,1.99,3.11,0.0,5.72,2.89,4.21,0.0,0.0,7.02,4.33,2.52,0.84,0.38,2.69,2.52,0.08,0.11,0.01
1947-08-01,3.58,4.42,4.28,1.21,5.84,2.54,,1.38,0.0005,1.65,0.7,1.35,3.46,0.0005,3.92,0.99,,5.42,0.02
1947-10-01,14.45,2.38,2.16,0.06,2.2,3.84,,0.15,0.18,1.61,1.1,0.07,2.32,4.64,5.02,1.32,,1.28,0.07
1947-12-01,6.93,2.61,1.79,0.32,1.36,3.49,,0.96,0.54,1.27,2.18,0.81,2.02,1.13,4.6,3.02,,0.57,0.82
1948-02-01,1.85,4.45,,1.09,3.84,5.85,1.69,1.84,0.0,1.88,2.48,0.7,1.25,4.51,5.45,9.79,1.11,2.34,1.76
1948-04-01,4.52,4.73,,0.0,1.3,5.76,0.61,0.13,0.04,4.68,1.59,0.22,0.29,9.73,2.55,5.19,0.19,0.1,2.81
1948-06-01,2.84,0.82,,0.11,5.7,4.87,1.41,2.41,0.0005,1.72,11.68,3.7,2.84,0.66,,4.16,5.77,0.04,0.01
1948-08-01,11.66,2.51,,0.25,2.65,4.48,2.17,3.77,0.0,4.65,4.18,1.29,1.54,0.0,6.78,2.63,3.05,2.47,0.0
1948-10-01,5.14,,1.0,0.96,0.94,2.32,0.88,0.55,0.04,2.77,0.76,0.0,1.93,0.85,1.67,0.55,,1.21,0.03
1948-12-01,,3.15,,0.58,4.32,3.6,0.12,0.0005,0.0,4.16,1.98,0.0005,1.42,5.96,4.1,2.75,0.41,0.56,3.6
1949-02-01,6.57,2.91,,0.08,3.19,4.88,0.94,1.83,0.85,2.36,3.23,0.11,0.86,5.97,6.99,2.11,0.95,0.15,1.33
1949-04-01,6.89,5.81,,0.18,3.78,3.2,1.92,1.94,0.0005,2.36,2.51,1.02,0.57,0.48,7.86,3.48,0.82,0.05,0.03
1949-06-01,9.72,1.67,5.47,0.14,5.59,5.76,5.16,4.1,0.1,5.21,8.79,1.96,2.46,0.09,1.05,6.94,5.78,0.64,0.15
1949-08-01,13.27,2.96,1.1,0.41,5.88,0.69,2.96,0.64,0.14,6.88,2.03,0.88,0.5,0.11,8.93,2.79,1.18,3.2,0.0
1949-10-01,2.98,10.73,,0.8,4.22,5.03,3.53,0.41,0.0,2.61,4.78,0.83,2.21,0.11,1.64,6.51,1.61,0.75,0.02
1949-12-01,0.58,4.34,,0.92,1.96,2.83,1.44,0.34,0.05,1.57,3.9,0.02,0.85,3.3,1.93,6.63,0.49,0.77,4.45
1950-02-01,1.62,6.87,,1.0,3.2,6.39,0.97,0.0005,0.0,1.83,2.13,0.04,1.0,4.61,1.73,8.96,0.0,0.07,3.58
1950-04-01,2.84,,,0.0005,1.12,2.82,0.61,0.46,0.0,1.33,2.78,0.4,0.06,3.75,0.36,3.18,0.09,0.03,0.92
1950-06-01,2.48,1.57,,0.1,5.48,4.17,2.12,1.77,0.0,1.93,7.46,1.47,0.06,0.2,4.97,2.63,2.02,0.31,0.03
1950-08-01,3.75,11.22,,0.45,2.07,6.12,2.08,0.84,0.0,3.32,12.53,2.77,0.09,0.1,5.77,3.99,1.13,1.31,0.0
1950-10-01,10.33,2.17,,0.0,2.2,1.34,0.0005,0.15,0.0,2.22,2.42,0.1,0.0,3.59,2.41,1.38,1.78,0.09,0.84
1950-12-01,2.21,2.11,0.27,0.01,3.34,0.2,0.01,0.26,0.0,1.13,0.27,0.27,0.07,11.3,4.43,4.87,0.01,0.0005,0.22
1951-02-01,1.3,2.4,2.83,0.12,1.9,5.99,1.58,0.3,0.05,1.64,6.22,0.12,0.64,3.58,2.53,4.18,0.71,0.17,1.73
1951-04-01,2.66,5.78,2.83,1.58,4.99,3.84,1.36,0.24,0.0005,2.69,2.69,0.64,0.59,3.51,3.45,4.2,0.05,0.63,1.77
1951-06-01,2.74,7.44,7.22,0.0005,5.96,6.91,4.93,1.81,0.0,3.77,,3.73,0.12,0.75,4.85,2.31,0.72,0.0,0.0
1951-08-01,6.78,0.72,0.8,5.33,1.12,6.32,1.47,0.12,0.0,6.73,1.81,2.12,2.7,0.0005,4.09,2.33,0.77,1.6,0.0
1951-10-01,3.77,,2.17,0.8,1.1,8.65,3.65,0.76,0.06,2.21,4.56,0.71,0.94,1.76,1.53,1.07,1.48,0.98,0.93
1951-12-01,2.66,6.02,0.27,0.55,4.85,1.87,0.0005,0.29,0.17,2.83,0.47,0.26,2.08,12.65,5.15,9.64,1.1,0.85,5.74
1952-02-01,6.08,4.7,4.11,0.36,1.9,1.47,0.8,0.3,0.0,2.89,2.12,0.25,0.24,3.31,3.86,4.4,0.32,0.15,0.55
1952-04-01,2.89,4.25,7.02,2.25,2.53,7.76,3.25,1.67,0.39,6.64,2.71,1.5,1.05,2.94,4.78,3.82,2.49,0.99,2.73
1952-06-01,5.35,0.72,0.88,0.11,1.82,0.32,0.54,1.33,0.0,2.56,0.5,0.0005,0.67,0.3,1.41,1.12,3.95,0.95,0.05
1952-08-01,5.2,1.77,0.17,1.41,2.94,2.56,0.21,4.56,0.0,5.63,6.21,1.09,0.44,0.0005,6.65,1.39,6.34,1.07,0.0
1952-10-01,2.19,0.72,0.0,0.0,0.52,1.53,0.0,0.0,0.0,2.42,0.24,0.0005,0.0,0.14,0.88,0.42,0.0,0.0,0.0
1952-12-01,1.14,4.25,8.0,0.51,2.78,2.65,1.65,0.41,0.31,2.62,1.44,0.16,0.97,7.25,4.59,3.54,0.42,0.16,5.5
1953-02-01,2.47,3.18,1.72,0.45,4.93,1.59,0.59,0.32,0.0,3.32,1.09,0.04,0.98,0.4,5.25,6.38,0.2,0.38,
1953-04-01,10.03,6.86,3.83,0.02,2.0,7.94,2.2,0.33,0.0,3.45,6.99,1.68,1.09,3.25,3.91,7.67,0.39,0.56,1.88
1953-06-01,6.66,0.19,0.51,0.0,3.05,0.12,5.55,0.16,0.0,3.94,0.49,0.34,0.04,1.3,4.77,0.21,,0.3,0.02
1953-08-01,13.35,1.36,2.4,0.53,1.68,1.31,1.13,2.78,0.0,3.47,3.26,4.2,3.64,0.02,0.59,1.09,2.13,1.66,0.0
1953-10-01,1.64,1.37,3.21,0.0005,0.95,1.64,5.08,0.56,0.0005,0.52,3.22,0.53,2.51,0.91,0.0,1.4,1.28,0.21,0.0
1953-12-01,10.24,5.26,2.35,0.07,2.54,1.98,0.26,0.98,0.0,2.83,1.43,0.78,0.52,1.92,8.11,5.12,,0.59,0.07
1954-02-01,1.39,0.75,0.98,0.58,1.62,1.81,0.02,0.11,0.0,2.0,1.34,0.03,0.4,6.92,1.6,1.98,,0.06,4.09
1954-04-01,1.74,4.87,2.99,0.02,3.12,5.36,3.22,0.56,0.0,2.74,4.36,0.1,0.62,2.27,2.71,4.59,1.02,0.0,0.66
1954-06-01,2.62,0.64,0.86,0.02,2.51,2.1,0.63,1.1,0.0,1.83,1.05,0.0,0.26,1.4,2.65,2.13,0.89,0.36,0.0005
1954-08-01,2.76,0.04,0.53,0.55,3.42,3.04,1.14,2.14,0.0,3.45,2.17,0.69,0.41,0.0,3.58,0.3,11.25,1.52,0.0
1954-10-01,1.07,3.3,5.21,0.12,1.95,,0.25,2.64,0.0,3.47,7.4,1.36,1.55,0.0,0.57,1.57,2.54,0.66,0.0
1954-12-01,3.51,5.3,0.47,0.01,2.38,6.55,0.82,0.03,0.0,2.64,4.04,0.2,1.37,5.79,1.71,3.09,0.1,0.24,1.43
1955-02-01,2.79,6.5,3.36,0.09,3.73,4.47,1.58,0.07,0.0005,3.8,3.84,0.23,1.37,3.77,3.59,6.38,0.03,0.24,2.54
1955-04-01,1.03,4.51,,0.0005,3.78,2.79,0.47,0.79,0.13,2.61,3.03,0.25,0.38,5.03,4.69,10.03,0.27,0.04,3.35
1955-06-01,5.12,1.94,4.48,0.95,2.65,3.45,5.18,0.5,0.0,3.64,6.53,0.7,0.07,0.0005,2.74,2.82,0.49,0.58,0.01
1955-08-01,2.05,2.63,3.4,1.8,4.37,2.31,0.76,0.84,0.0,11.08,2.72,2.72,1.68,0.0,4.81,1.53,0.2,6.18,0.01
1955-10-01,3.05,3.87,1.15,0.13,2.99,1.35,5.65,0.08,0.0,2.86,3.0,0.1,0.0005,0.09,5.31,1.78,0.47,1.4,0.0
1955-12-01,0.26,1.95,1.49,0.18,1.83,0.55,0.0005,0.1,0.0,1.1,0.28,0.08,0.95,29.61,0.59,2.27,0.0005,0.35,4.53
1956-02-01,3.13,8.57,1.71,0.64,5.39,7.16,0.79,0.66,0.0,4.19,1.23,0.43,0.17,2.71,6.75,10.74,,0.62,0.86
1956-04-01,2.71,4.08,2.4,0.03,4.03,3.94,0.57,0.21,0.41,3.18,2.32,1.1,0.17,3.56,8.69,5.96,0.21,1.24,3.27
1956-06-01,10.03,2.15,0.78,0.01,1.57,3.15,0.32,1.7,0.0,3.17,3.72,0.22,0.16,0.1,1.3,3.71,1.54,0.92,0.0
1956-08-01,1.17,1.99,2.49,0.46,1.23,2.48,,1.61,0.0,3.62,1.84,2.9,0.61,0.0,5.26,1.75,0.61,2.36,0.0
1956-10-01,9.68,2.68,2.34,0.06,1.3,3.87,2.47,0.16,0.0,5.23,2.75,0.14,0.91,3.25,1.97,1.41,0.74,0.21,0.12
1956-12-01,0.1,1.57,2.03,0.01,2.93,3.84,1.47,0.01,0.0,5.12,2.29,0.22,0.25,1.67,3.47,3.82,0.0005,0.0005,0.51
1957-02-01,2.76,4.94,2.1,0.21,5.76,4.5,0.98,0.26,0.0,5.34,3.94,0.05,0.69,6.54,1.44,6.79,0.25,0.31,4.11
1957-04-01,3.43,11.89,12.98,0.12,7.46,14.63,9.95,1.33,0.37,2.02,9.76,4.4,2.14,2.34,2.5,7.0,1.0,0.17,1.64
1957-06-01,13.01,6.74,2.8,0.26,6.13,6.06,3.99,0.56,0.13,4.18,5.66,1.71,2.15,0.48,3.9,4.36,2.12,0.93,0.05
1957-08-01,5.15,3.72,0.99,0.85,3.62,8.54,0.33,1.76,0.0,4.84,1.41,1.47,3.46,0.0,3.8,2.94,1.32,5.33,0.0
1957-10-01,1.41,6.86,6.97,2.66,2.79,2.5,2.52,1.55,,4.94,1.57,1.15,3.84,1.54,3.5,6.58,3.05,1.51,2.26
1957-12-01,1.63,4.13,1.1,0.23,4.19,1.56,0.15,0.04,,7.15,3.06,0.03,1.23,5.74,3.03,7.94,0.0,0.0005,5.97
1958-02-01,3.84,1.98,1.86,1.15,4.27,1.52,0.4,0.24,,3.87,0.92,0.37,1.66,9.75,5.14,2.74,0.25,0.63,9.72
1958-04-01,7.23,8.91,5.78,0.89,4.32,5.78,2.7,1.89,0.3,5.08,2.8,0.8,0.61,7.45,8.17,8.69,1.01,0.69,9.01
1958-06-01,4.93,7.37,1.24,0.05,2.99,6.49,6.35,2.79,0.0,5.34,8.74,2.05,0.14,1.13,4.46,5.95,4.38,0.5,0.0
1958-08-01,8.71,4.27,1.54,0.72,3.14,1.48,0.22,2.77,0.06,8.71,1.38,1.14,0.18,0.1,6.89,2.55,1.15,2.78,0.0005
1958-10-01,1.48,0.97,1.12,0.5,2.26,1.72,0.78,0.63,0.16,3.5,0.92,0.69,1.19,0.02,0.8,0.91,0.71,1.62,0.16
1958-12-01,2.18,1.52,1.15,0.0,3.41,0.92,0.71,0.63,0.0,4.93,1.34,0.1,0.0005,1.1,3.8,1.38,0.03,0.1,0.0005
1959-02-01,4.74,5.27,3.37,0.63,2.62,1.87,0.26,0.11,0.36,2.33,2.58,0.46,1.54,9.48,5.99,5.93,0.07,0.38,6.55
1959-04-01,4.31,4.36,5.1,0.05,4.73,4.02,1.53,0.67,0.0,4.76,3.5,0.97,0.73,2.55,2.95,3.91,0.47,0.78,1.32
1959-06-01,3.49,6.08,6.24,0.0005,3.13,5.0,5.36,2.66,0.0,1.13,5.22,0.54,0.57,0.0,3.42,3.14,1.8,0.78,0.0
1959-08-01,2.93,2.31,1.69,1.36,2.81,3.15,1.15,5.0,0.0005,2.82,0.51,1.97,1.8,0.18,1.91,1.35,2.24,4.03,0.0
1959-10-01,5.12,3.25,7.44,1.75,3.4,4.78,4.43,2.57,0.0,5.75,10.63,2.15,1.58,0.0,9.48,2.1,1.37,3.21,0.03
1959-12-01,0.66,7.43,3.32,3.46,3.1,5.65,3.08,4.27,0.77,2.1,2.79,0.0005,3.13,1.29,2.02,5.13,1.26,0.98,1.36
1960-02-01,5.24,5.6,2.1,0.04,4.65,2.24,1.23,0.69,0.3,5.28,1.03,1.82,1.36,7.87,8.64,3.26,0.5,0.15,4.02
1960-04-01,3.74,2.89,2.4,0.0,2.05,2.38,0.33,0.0005,0.0,2.88,3.13,2.17,0.38,2.6,2.73,2.06,0.12,0.01,2.24
1960-06-01,9.19,5.15,7.46,0.0005,4.01,4.49,2.3,3.9,0.0005,2.92,3.05,0.54,0.0005,0.0,2.45,4.05,5.31,0.03,0.0
1960-08-01,4.93,4.97,2.65,0.82,5.56,1.39,1.26,3.58,0.0,6.41,3.34,0.23,0.09,0.0,2.61,1.67,1.4,1.27,0.0
1960-10-01,5.21,5.03,3.53,0.67,2.66,2.59,6.15,4.75,0.19,3.2,3.2,2.85,2.5,0.51,1.74,4.08,4.59,2.81,0.0
1960-12-01,2.08,7.53,6.38,0.07,1.77,6.42,1.99,1.68,0.0,2.38,3.57,1.07,0.72,2.56,2.43,4.71,1.86,1.14,0.45
1961-02-01,3.45,4.94,4.53,0.01,5.56,3.08,1.35,0.19,0.0005,5.28,2.57,0.81,0.14,2.45,8.3,8.53,0.13,0.1,0.0
1961-04-01,5.45,3.0,1.17,0.0005,3.11,2.24,1.36,1.05,0.09,2.38,2.38,0.24,0.67,1.59,6.31,3.25,0.34,0.22,0.36
1961-06-01,,2.94,8.68,0.0005,4.27,5.83,5.15,1.78,0.0005,4.94,2.59,2.32,0.0005,0.1,4.69,4.03,1.51,0.06,0.0
1961-08-01,13.86,5.22,0.45,2.11,9.6,3.64,2.31,4.0,0.75,6.01,3.25,2.88,1.6,0.72,3.94,3.27,3.82,2.5,0.04
1961-10-01,0.6,3.11,3.52,0.08,3.17,1.61,3.35,1.04,0.01,8.79,2.32,0.22,1.65,0.97,0.52,1.22,0.32,3.04,0.0
1961-12-01,1.05,8.7,2.87,0.85,6.74,3.63,0.69,0.47,0.16,5.29,2.33,0.12,0.89,2.25,5.44,7.33,0.68,1.08,1.58
1962-02-01,0.76,3.09,1.85,0.83,6.19,3.44,0.09,0.09,0.39,3.49,2.05,0.05,1.64,17.24,4.4,3.82,0.39,0.46,19.56
1962-04-01,2.13,3.43,2.76,0.0,3.6,2.18,2.51,0.45,0.0,4.23,3.1,0.37,0.09,0.63,,1.73,0.17,0.07,0.0
1962-06-01,6.61,4.29,5.17,0.12,4.62,4.38,8.71,3.12,0.0,6.06,6.15,1.56,0.29,0.31,2.71,4.37,0.55,0.68,0.04
1962-08-01,5.37,3.16,0.25,0.25,2.25,5.7,1.16,0.49,0.0,2.85,2.19,0.14,0.51,0.13,2.2,2.55,0.68,1.77,0.0
1962-10-01,1.46,1.9,6.61,0.0005,2.02,8.0,3.23,0.36,0.0005,0.31,2.46,0.39,1.6,1.58,1.52,1.72,0.63,0.83,0.38
1962-12-01,2.53,1.36,1.46,0.48,2.51,1.6,0.84,0.73,0.08,2.44,1.52,0.11,0.41,1.23,2.65,1.31,0.38,0.43,0.04
1963-02-01,5.03,1.35,0.31,1.16,1.67,0.83,0.24,1.52,0.65,3.37,0.24,0.11,1.25,6.5,4.43,,1.14,0.36,5.36
1963-04-01,1.26,4.27,3.51,0.33,3.56,2.53,1.0,0.0,0.01,0.56,1.45,0.0,0.38,7.09,4.07,5.07,0.16,0.0005,2.69
1963-06-01,8.11,3.29,1.42,0.0,2.38,2.95,1.36,1.58,0.16,8.11,2.93,1.33,0.0,0.82,6.34,1.76,2.8,0.0,0.49
1963-08-01,3.82,1.07,0.04,2.68,2.16,1.35,0.98,4.9,0.0,3.16,1.89,2.16,2.18,0.2,2.16,1.28,1.69,4.03,0.0
1963-10-01,0.06,0.28,0.0,1.46,0.05,0.34,2.17,0.7,0.01,,0.05,0.16,1.25,1.85,0.26,0.0,0.24,1.03,0.55
1963-12-01,2.41,5.25,1.52,0.0005,1.47,2.12,0.26,0.15,0.0,2.99,1.03,0.26,0.11,0.81,3.95,4.67,0.11,0.05,0.0
1964-02-01,7.77,2.24,1.57,0.01,3.56,3.06,2.97,1.46,0.02,4.84,2.81,0.26,0.0005,0.06,5.43,2.86,0.85,0.44,0.0
1964-04-01,5.44,8.42,1.76,0.1,3.88,5.11,0.25,0.55,0.01,5.06,5.32,1.17,0.99,1.49,5.39,10.59,0.0005,0.42,1.15
1964-06-01,6.78,0.6,1.68,0.0,0.79,0.87,0.61,0.28,0.0,1.59,8.71,0.02,0.09,0.96,3.16,1.9,2.77,0.0,0.13
1964-08-01,11.5,2.35,3.23,1.29,6.83,8.45,1.42,1.27,0.14,6.1,6.58,1.1,0.94,0.3,11.13,3.89,1.22,4.42,0.03
1964-10-01,2.39,1.23,0.33,0.17,6.69,0.5,0.5,0.0005,0.02,4.27,1.71,,0.0,2.35,9.31,1.42,0.03,0.53,1.09
1964-12-01,10.0,7.62,0.69,1.09,3.57,1.25,0.57,0.45,0.01,3.24,1.24,,1.25,19.54,7.04,8.45,0.47,0.37,6.1
1965-02-01,5.23,8.5,4.54,0.91,2.24,4.61,0.41,0.3,0.0,1.89,1.59,,1.23,1.86,5.05,6.78,0.6,0.78,0.33
1965-04-01,2.61,0.99,1.56,1.35,3.78,1.1,1.62,1.2,1.27,2.07,9.08,,1.97,4.32,5.23,1.47,1.07,0.61,6.32
1965-06-01,15.31,4.25,1.6,0.91,2.72,4.02,5.23,1.7,0.0005,4.4,3.52,5.67,0.87,0.54,9.57,1.24,2.91,0.77,0.0
1965-08-01,7.28,5.13,1.42,0.18,3.49,1.48,1.7,1.43,0.27,,2.92,,2.0,1.31,3.86,1.46,1.67,1.28,0.0
1965-10-01,2.39,0.23,2.36,0.2,2.08,1.0,4.27,0.35,0.0,1.12,0.43,,1.21,0.56,2.35,0.27,0.53,0.4,0.0
1965-12-01,5.46,2.57,2.96,3.19,0.16,0.86,1.4,0.51,0.57,0.6,3.51,0.57,3.23,6.4,1.48,2.19,0.46,1.42,5.95
1966-02-01,5.47,5.41,2.43,0.95,4.23,6.19,2.0,0.54,0.04,3.85,4.14,0.4,1.25,3.06,4.76,9.12,0.0005,0.4,1.22
1966-04-01,2.3,11.99,9.29,0.0005,3.56,4.23,1.73,0.08,0.0005,1.91,3.45,0.77,0.47,1.53,2.68,4.79,0.98,0.28,0.0
1966-06-01,4.21,0.3,3.01,0.22,2.04,0.92,1.36,1.36,0.0005,3.27,0.9,0.34,0.1,0.28,4.52,0.25,4.8,0.78,0.0
1966-08-01,5.25,6.7,7.05,2.17,4.81,4.8,4.81,3.82,0.1,2.92,5.29,1.52,1.26,0.0005,5.84,3.74,4.52,2.06,0.0
1966-10-01,3.99,2.69,0.56,0.25,3.17,1.61,0.62,0.0005,0.0,4.7,1.89,0.45,0.55,0.0,2.72,3.68,0.03,0.55,0.03
1966-12-01,2.73,4.36,0.73,0.52,2.93,,0.39,0.03,0.08,3.55,2.35,0.16,2.71,10.87,3.37,7.33,0.04,0.59,10.03
1967-02-01,5.69,2.22,0.68,0.0,3.44,1.5,0.08,0.32,0.0,2.97,0.95,0.0005,0.09,0.57,4.37,2.22,0.01,0.0005,0.3
1967-04-01,2.06,4.16,3.32,0.08,2.26,7.86,1.7,0.29,0.1,1.43,6.33,0.01,0.38,12.1,4.07,5.07,0.08,0.01,6.31
1967-06-01,6.75,3.73,1.99,0.47,6.43,4.24,1.12,0.87,0.02,1.56,7.09,1.19,0.45,0.4,5.11,2.47,4.2,1.79,0.01
1967-08-01,9.36,1.07,0.23,0.02,5.98,2.75,1.0,1.94,0.0,5.58,2.24,1.14,3.19,0.53,6.55,4.57,2.19,4.08,0.0
1967-10-01,1.04,3.5,8.97,0.67,1.96,7.34,1.01,0.0,0.0,1.42,9.6,0.7,0.17,0.1,0.88,1.91,0.06,0.2,0.0
1967-12-01,5.11,8.13,4.0,3.98,,5.58,0.83,,0.04,6.01,2.98,0.26,3.68,4.36,3.65,7.25,0.97,1.24,1.02
1968-02-01,3.41,1.92,2.12,1.2,0.43,1.32,1.21,0.57,1.16,1.19,3.39,0.1,0.82,3.85,1.17,2.51,0.43,0.26,1.34
1968-04-01,0.95,3.7,2.66,0.0005,3.86,4.99,1.16,0.52,0.09,3.62,2.67,0.69,0.65,0.94,4.51,6.66,0.0005,0.33,0.98
1968-06-01,4.9,4.28,5.39,0.0,2.94,3.52,2.19,0.14,0.26,3.58,5.7,3.29,0.12,,8.07,1.55,0.03,0.05,0.0
1968-08-01,7.58,1.96,1.45,0.59,2.14,1.92,1.54,1.93,0.02,3.06,3.5,1.15,4.95,0.57,,1.76,1.77,4.59,0.11
1968-10-01,2.35,2.82,0.78,0.35,2.79,2.66,2.83,,0.05,2.89,3.45,0.28,0.76,,2.87,3.28,0.39,0.18,1.09
1968-12-01,2.06,5.8,1.85,0.69,2.7,7.74,0.64,0.14,0.0005,2.37,2.71,0.3,1.09,10.01,3.88,6.28,0.13,0.23,2.13
1969-02-01,3.85,7.6,2.52,0.78,4.03,2.59,1.93,0.78,1.87,4.37,1.28,0.11,1.72,14.21,2.82,6.0,0.66,0.08,15.03
1969-04-01,1.0,2.59,2.63,0.03,3.17,3.41,1.24,0.82,0.0,2.33,3.04,1.6,0.05,3.78,7.82,5.71,0.77,0.2,1.75
1969-06-01,7.21,5.46,1.48,0.0,3.96,10.35,2.04,2.32,0.1,4.28,6.91,3.38,0.36,1.62,2.29,3.62,3.13,0.05,0.0
1969-08-01,6.55,1.37,1.62,0.14,4.15,1.57,5.93,4.59,0.0,6.5,1.66,1.6,3.46,0.01,5.81,1.95,0.62,3.53,0.0
1969-10-01,0.95,4.22,4.39,0.08,2.36,7.32,2.07,2.01,0.0,2.38,6.6,2.02,1.97,4.64,0.22,1.71,3.69,0.8,0.0
1969-12-01,6.62,6.66,3.07,0.68,,4.7,0.31,0.95,0.0,5.4,1.5,0.29,0.33,5.92,4.45,9.04,0.97,0.28,0.1
1970-02-01,7.37,4.46,5.06,0.3,2.11,2.73,0.02,0.11,1.36,2.39,0.83,0.0005,0.0005,3.02,2.2,4.37,0.0005,0.18,5.08
1970-04-01,3.55,5.43,1.62,0.0005,3.9,6.2,3.14,1.95,0.0005,3.19,5.2,1.17,1.13,1.74,1.44,6.12,0.38,0.4,0.0
1970-06-01,3.87,0.85,1.17,0.0,3.33,4.53,0.94,1.0,0.0,3.44,5.65,0.94,0.5,1.55,2.6,3.34,2.52,0.32,0.0
1970-08-01,12.68,2.77,0.11,1.02,2.66,4.48,0.92,2.8,0.0005,4.02,3.08,2.1,1.35,,3.37,5.81,1.92,1.72,0.0
1970-10-01,1.84,4.58,7.99,0.44,2.43,4.71,0.66,1.5,0.0,1.72,6.21,0.92,0.78,0.94,9.41,7.05,,1.46,0.0
1970-12-01,2.56,3.01,1.35,0.26,3.37,2.57,0.39,0.0005,0.12,1.78,1.8,0.0,1.45,8.87,4.09,2.53,0.02,0.11,7.67
1971-02-01,2.77,3.08,1.41,0.35,4.66,2.8,1.14,0.66,0.07,3.71,2.15,0.57,0.39,1.24,4.51,6.35,0.09,0.84,1.27
1971-04-01,1.36,2.5,5.32,0.13,2.04,3.39,0.4,0.22,0.02,1.86,2.38,0.91,0.29,0.93,3.58,2.87,0.84,0.22,0.53
1971-06-01,7.89,1.85,1.16,0.0,3.77,2.67,3.89,4.86,0.0,4.59,3.49,1.21,0.0005,0.48,3.88,5.02,1.09,0.0,0.0005
1971-08-01,9.56,3.35,2.5,0.99,3.12,1.83,2.36,3.72,0.01,6.02,1.31,1.43,1.71,0.73,,4.31,4.24,4.86,0.0
1971-10-01,3.6,1.09,10.35,0.27,4.11,3.01,2.84,1.14,0.0005,8.67,3.85,2.0,2.59,1.13,3.97,0.35,1.23,1.2,0.13
1971-12-01,6.06,4.03,4.96,0.47,3.0,11.07,2.35,0.55,0.63,0.97,5.58,0.06,1.78,11.35,3.66,4.41,0.95,0.75,9.15
1972-02-01,3.34,0.33,0.36,0.0005,3.83,0.58,0.11,0.03,0.0,4.58,1.03,0.06,0.0,1.35,4.43,0.88,0.17,0.0005,0.5
1972-04-01,1.5,1.5,2.52,0.0005,3.28,2.92,3.01,0.0005,0.09,3.7,3.7,0.42,0.1,5.86,1.1,4.77,0.0,0.05,0.23
1972-06-01,10.65,2.38,1.31,1.7,3.92,2.86,1.82,1.23,0.53,4.7,1.27,1.72,1.46,1.29,4.68,5.55,2.48,1.92,0.08
1972-08-01,5.23,2.46,0.89,1.2,0.9,3.1,6.66,5.46,0.05,1.84,2.89,1.91,0.4,1.08,3.54,1.36,1.93,4.05,0.0
1972-10-01,2.0,6.23,4.34,4.4,5.42,6.16,4.92,1.92,1.09,6.3,6.38,0.4,6.62,1.49,1.32,3.75,3.79,3.2,0.26
1972-12-01,2.98,7.45,1.25,1.56,3.97,2.67,0.44,0.16,0.0005,4.4,2.04,0.31,2.31,4.3,6.44,7.04,0.28,0.19,1.13
1973-02-01,3.37,4.28,2.22,1.36,1.87,2.95,0.39,0.42,1.0,3.77,1.52,0.02,0.7,9.57,4.86,5.5,0.82,0.79,13.58
1973-04-01,6.82,9.37,6.9,0.07,,8.98,3.66,1.39,0.09,,6.65,1.4,0.27,0.35,5.38,11.01,0.95,0.05,0.02
1973-06-01,6.65,4.46,9.05,0.0005,3.99,5.84,2.18,0.61,0.0005,4.78,7.47,0.43,1.71,0.97,6.85,2.7,0.76,0.35,0.05
1973-08-01,4.93,0.78,0.98,0.0005,2.49,1.7,1.62,1.03,0.0005,3.62,1.71,0.15,0.69,0.87,4.27,2.9,1.29,0.82,0.0
1973-10-01,1.63,6.14,8.13,0.0,1.77,6.3,3.14,0.7,0.18,1.03,5.17,0.49,0.74,3.22,1.75,3.59,0.95,0.0,0.98
1973-12-01,4.59,6.86,0.65,0.0,3.02,4.21,0.08,0.73,0.09,7.03,5.04,0.84,0.17,6.63,2.96,5.72,0.0005,0.0005,1.19
1974-02-01,1.75,2.14,1.19,0.02,4.11,1.8,0.24,0.14,0.0005,2.86,2.24,0.17,0.09,1.28,3.09,5.12,0.03,0.0005,0.11
1974-04-01,2.49,5.14,1.22,0.01,4.29,5.82,3.03,0.47,0.0,1.64,3.58,1.2,0.58,5.13,3.43,4.38,0.29,0.0,0.1
1974-06-01,8.91,10.27,3.25,0.0,3.71,6.68,0.68,0.34,0.0,3.22,6.91,1.1,0.0,0.0,0.98,10.77,2.05,0.0,0.0
1974-08-01,11.83,9.54,8.54,1.15,3.61,5.2,2.57,2.69,0.0005,8.26,7.73,0.24,0.06,0.0,,5.04,6.37,2.38,0.0
1974-10-01,1.04,2.84,5.23,2.12,1.27,2.26,3.32,4.0,0.82,0.9,6.37,1.21,4.17,2.74,0.11,2.7,5.94,2.93,0.63
1974-12-01,3.92,3.17,2.01,0.59,3.91,1.66,0.98,0.33,0.37,3.93,2.47,0.1,0.64,3.18,,6.26,0.49,0.08,7.67
